 	Label	Area	Feret	FeretX	FeretY	FeretAngle	MinFeret	Central Nuclei	Total Myonuclei	Perinuclei
1	0001-0005	69.037	12.045	500	10	48.366	8.002	0	0	0
2	0002-0030	1423.773	51.879	113	7	123.996	38.348	12	17	5
3	0003-0014	126.068	15.625	445	8	129.806	11.003	2	1	-1
4	0004-0031	670.364	42.732	373	49	57.426	24.944	4	15	11
5	0005-0058	1940.053	73.266	318	94	75.774	36.868	5	12	7
6	0006-0043	919.499	50.014	440	33	143.130	33.662	0	0	0
7	0008-0064	1253.681	62.114	153	34	104.931	26.679	5	27	22
8	0009-0045	121.066	14.870	420	41	137.726	11.003	0	0	0
9	0010-0075	1697.922	70.475	279	110	83.480	34.913	6	11	5
10	0011-0108	4070.210	130.327	326	170	72.121	54.919	13	23	10
11	0012-0066	820.445	41.242	384	85	67.166	30.008	2	5	3
12	0013-0072	837.455	35.478	441	60	139.574	31.008	4	13	9
13	0014-0067	249.135	21.639	127	72	33.690	16.004	0	1	1
14	0015-0101	3471.885	87.488	395	140	67.834	54.100	0	2	2
15	0016-0071	70.038	12.045	478	76	48.366	8.002	0	0	0
16	0017-0138	4239.302	128.300	108	201	79.216	52.547	5	13	8
17	0018-0101	679.369	34.795	299	85	108.435	28.008	12	30	18
18	0019-0115	1532.832	58.024	437	137	54.118	38.884	1	2	1
19	0020-0131	2505.360	74.115	202	166	68.629	50.014	15	29	14
20	0021-0139	1899.031	74.974	155	176	76.891	38.010	1	8	7
21	0022-0132	1598.868	59.522	245	159	65.158	40.029	9	10	1
22	0023-0145	1183.643	57.024	286	118	105.255	27.007	4	17	13
23	0024-0144	835.454	42.965	55	125	114.775	27.007	1	1	0
24	0025-0142	672.365	37.226	341	158	59.300	22.378	4	14	10
25	0026-0147	1006.546	47.447	367	170	71.565	26.655	9	22	13
26	0027-0143	127.069	18.363	75	151	60.642	9.002	2	2	0
27	0029-0161	498.271	38.637	138	143	111.251	21.006	0	2	2
28	0030-0176	1251.680	63.578	398	145	102.724	27.007	5	12	7
