 	Label	Area	Feret	FeretX	FeretY	FeretAngle	MinFeret	Central Nuclei	Total Myonuclei	Perinuclei
29	0031-0203	3571.939	100.157	226	154	98.616	48.540	0	0	0
30	0032-0173	1013.550	41.121	259	156	131.055	33.995	12	25	13
31	0033-0198	2633.430	85.639	168	240	75.801	44.691	0	15	15
32	0034-0182	990.538	43.428	341	203	61.074	30.008	14	30	16
33	0035-0200	1706.927	68.641	310	168	108.699	35.648	13	20	7
34	0036-0196	830.451	46.531	370	175	115.463	25.682	8	22	14
35	0037-0210	1508.819	63.081	82	180	104.697	34.009	0	4	4
36	0038-0195	627.341	33.625	123	204	30.379	27.007	5	8	3
37	0039-0194	49.027	9.902	22	191	135.000	7.002	1	1	0
38	0041-0212	513.279	40.273	465	232	75.619	15.566	1	2	1
39	0042-0237	2358.280	81.459	353	201	114.677	41.753	23	27	4
40	0043-0226	796.432	40.730	107	244	65.323	26.473	3	5	2
41	0044-0226	564.306	36.725	137	242	60.642	22.635	2	6	4
42	0045-0262	3726.023	98.981	48	310	75.964	56.015	0	2	2
43	0046-0238	819.445	49.349	398	215	107.700	22.006	0	1	1
44	0047-0231	409.222	28.310	195	243	57.995	20.252	4	20	16
45	0048-0247	1354.735	51.434	428	222	103.496	33.444	1	5	4
46	0049-0273	2878.563	82.896	477	232	98.326	47.013	0	5	5
47	0051-0277	1979.074	74.169	183	241	100.098	37.030	42	59	17
48	0053-0288	2362.282	89.651	145	332	79.066	38.010	0	4	4
49	0054-0274	1434.779	59.050	106	301	63.869	31.437	2	2	0
50	0055-0286	356.193	29.163	390	300	67.834	19.005	0	1	1
51	0056-0306	1244.676	63.365	419	275	101.842	27.007	2	5	3
52	0057-0289	283.154	24.846	20	281	130.101	17.005	2	1	-1
53	0058-0304	787.427	47.140	311	327	72.719	20.005	7	18	11
54	0059-0318	1273.691	66.629	447	285	97.765	28.633	0	1	1
55	0060-0308	414.225	45.893	494	330	69.590	13.417	0	2	2
56	0061-0318	777.422	45.134	207	296	102.804	23.006	12	14	2
57	0062-0321	999.543	49.054	161	345	73.413	32.432	19	38	19
58	0063-0347	4947.686	102.346	80	300	111.801	70.085	3	5	2
59	0064-0310	260.141	22.678	23	318	41.424	17.005	2	2	0
60	0065-0326	1095.595	50.263	108	305	121.159	29.693	2	2	0
61	0066-0334	687.373	48.562	5	345	32.381	27.924	3	9	6
62	0067-0352	1610.875	53.727	171	375	61.049	46.408	2	3	1
63	0068-0359	1657.900	63.302	303	332	121.430	41.811	0	3	3
64	0069-0337	78.042	12.210	491	332	124.992	8.002	0	0	0
65	0070-0356	569.309	33.965	140	340	103.627	23.006	2	7	5
66	0071-0354	242.131	25.561	481	365	59.421	14.004	1	1	0
67	0072-0353	69.037	12.045	466	358	48.366	8.002	1	1	0
68	0073-0360	260.141	24.705	118	350	121.759	15.004	0	0	0
69	0074-0388	621.337	50.343	468	365	110.956	21.877	1	9	8
70	0075-0394	1120.608	52.407	207	420	76.759	29.008	13	35	22
71	0076-0397	708.385	48.397	128	374	108.060	18.719	1	16	15
72	0077-0400	1028.558	47.087	79	377	102.265	32.009	3	7	4
73	0078-0405	732.398	49.994	227	382	109.885	19.707	4	6	2
74	0079-0407	479.260	41.121	248	388	108.435	14.581	0	2	2
75	0080-0410	436.237	32.024	39	422	51.340	24.091	4	7	3
76	0081-0434	1060.576	63.081	447	462	62.622	24.040	1	1	0
77	0082-0419	132.072	16.406	478	413	127.569	11.003	3	2	-1
78	0083-0436	991.538	45.707	315	457	66.801	28.008	21	32	11
79	0084-0433	827.449	42.532	399	418	131.186	26.877	1	2	1
80	0085-0444	778.423	51.985	219	470	78.906	21.006	5	12	7
81	0086-0432	142.077	18.873	340	437	32.005	10.003	3	1	-2
82	0087-0456	844.458	43.474	347	476	66.975	27.007	11	22	11
83	0088-0474	779.423	41.689	151	491	59.744	25.829	4	7	3
84	0089-0478	206.112	21.960	444	488	59.931	14.004	0	2	2
85	0090-0482	49.027	9.902	434	479	135.000	7.002	1	1	0
