 	Label	Area	Feret	FeretX	FeretY	FeretAngle	MinFeret	Central Nuclei	Total Myonuclei	Perinuclei
30	0033-0176	1804.980	80.178	218	210	56.706	36.810	2	5	3
31	0035-0190	1643.892	71.588	13	225	74.604	33.784	1	1	0
32	0036-0178	890.483	40.508	488	197	69.775	30.008	0	2	2
33	0037-0194	1462.794	60.033	96	224	79.439	33.787	1	1	0
34	0038-0183	736.400	42.556	445	202	60.422	26.007	0	4	4
35	0039-0188	898.488	51.754	197	209	48.918	23.261	3	3	0
36	0040-0208	2544.381	85.258	407	248	67.949	43.012	0	0	0
37	0041-0220	2842.543	96.343	361	267	77.407	40.726	3	4	1
38	0042-0203	687.373	53.866	348	229	74.932	18.195	2	4	2
39	0043-0198	105.057	15.816	126	205	55.305	9.002	0	0	0
40	0044-0224	2161.173	64.794	467	192	98.881	46.012	2	2	0
41	0045-0229	2751.494	73.430	222	254	52.193	60.016	1	1	0
42	0046-0246	1457.791	83.838	161	286	70.484	24.236	0	3	3
43	0047-0243	1402.762	72.752	103	278	71.565	28.008	1	1	0
44	0049-0244	1049.570	62.985	194	213	100.061	23.006	1	3	2
45	0050-0245	868.471	54.933	492	272	79.509	22.243	1	2	1
46	0051-0248	1056.574	51.937	76	273	74.358	25.958	1	1	0
47	0052-0247	556.302	38.637	330	265	68.749	19.679	1	2	1
48	0053-0247	209.114	24.090	422	256	48.366	13.278	0	1	1
49	0054-0273	1247.677	63.081	248	301	62.622	30.603	4	12	8
50	0055-0273	1562.848	57.722	440	302	81.027	36.234	2	2	0
51	0056-0270	973.529	51.239	370	289	51.340	28.944	2	2	0
52	0057-0266	241.131	24.603	342	277	63.435	13.649	0	2	2
53	0058-0284	1221.663	62.001	400	314	72.150	26.659	4	6	2
54	0059-0285	1777.965	59.050	212	311	51.189	41.485	2	2	0
55	0060-0306	3424.859	96.161	293	352	71.188	55.015	2	2	0
56	0061-0289	1308.711	60.390	456	316	63.435	31.274	0	2	2
57	0062-0289	1289.700	58.274	119	313	50.572	30.299	1	1	0
58	0064-0303	2064.121	63.531	165	331	56.560	46.746	1	1	0
59	0065-0306	2416.312	77.254	49	335	48.674	45.111	2	2	0
60	0066-0299	574.312	45.663	98	319	61.189	18.195	2	2	0
61	0068-0335	2508.362	73.620	405	365	53.286	47.063	0	1	1
62	0069-0333	1499.814	67.974	310	362	57.011	33.167	0	1	1
63	0070-0349	3396.844	98.016	452	394	65.266	52.052	0	0	0
64	0071-0331	1033.561	52.854	93	342	29.476	28.629	1	1	0
65	0072-0352	1657.900	60.016	123	373	36.870	36.065	1	2	1
66	0073-0373	3434.865	82.703	46	397	32.152	62.765	0	0	0
67	0074-0363	898.488	42.202	164	377	31.430	29.520	1	1	0
68	0075-0385	1311.712	62.443	360	410	54.782	30.685	1	3	2
69	0076-0399	2105.143	80.545	280	438	75.619	35.252	6	6	0
70	0077-0381	1669.907	56.380	317	389	25.201	43.012	3	4	1
71	0078-0387	1004.545	50.935	263	411	70.498	27.007	1	3	2
72	0079-0394	1370.744	62.258	187	422	66.318	30.050	4	5	1
73	0080-0416	3262.771	102.756	376	461	58.941	44.281	0	1	1
74	0081-0417	3553.929	86.372	229	459	76.608	60.025	2	2	0
75	0082-0392	733.398	37.600	115	402	28.610	28.008	1	1	0
76	0083-0402	1195.649	59.682	74	425	50.440	31.121	1	1	0
77	0084-0405	1242.675	53.680	156	381	116.565	31.903	1	3	2
78	0085-0418	1548.841	54.218	429	443	60.124	38.821	2	2	0
79	0087-0443	3402.847	85.235	114	409	125.929	56.039	0	0	0
80	0088-0442	876.476	40.372	467	426	131.987	30.008	1	1	0
81	0089-0446	828.450	41.785	185	434	137.911	30.419	0	1	1
82	0090-0445	533.290	30.373	289	441	162.759	24.007	0	1	1
83	0091-0467	1221.663	54.421	408	493	72.897	31.008	1	1	0
84	0092-0467	1819.988	59.050	308	471	10.739	45.236	0	1	1
85	0093-0464	1194.649	47.447	435	446	124.695	36.681	1	1	0
86	0094-0486	1191.647	55.024	267	474	152.969	29.524	0	3	3
87	0331-0207	709.385	46.628	188	345	35.395	21.705	1	1	0
88	0331-0246	3252.766	94.820	214	362	46.710	56.662	0	1	1
89	0289-0354	272.148	26.933	353	302	74.932	17.397	1	1	0
90	0327-0372	1985.078	63.547	355	356	61.821	39.656	0	0	0
91	0247-0303	1195.649	53.503	288	272	69.193	33.243	5	10	5
92	0194-0292	2283.240	79.784	277	234	82.073	40.011	2	2	0
93	0199-0330	1484.806	63.908	320	230	72.699	30.091	0	1	1
94	0419-0331	1072.582	46.499	320	397	108.825	35.593	1	1	0
95	0437-0357	790.429	43.186	357	416	103.392	27.007	0	1	1
96	0229-0033	707.384	45.816	21	247	53.881	22.699	0	0	0
97	0255-0052	1374.746	61.344	42	283	65.943	31.205	1	1	0
98	0226-0150	1974.072	78.793	134	263	69.955	36.010	1	2	1
99	0137-0138	3293.788	100.312	126	185	73.191	49.241	0	0	0
100	0127-0108	1063.577	57.094	102	156	86.987	27.007	0	2	2
101	0073-0132	1989.080	60.745	125	103	72.759	44.000	0	2	2
102	0072-0230	2170.178	69.740	233	38	98.246	40.272	5	7	2
