 	Label	Area	Feret	FeretX	FeretY	FeretAngle	MinFeret	Central Nuclei	Total Myonuclei	Perinuclei
1	0001-0057	3318.802	91.030	96	13	102.051	57.368	0	0	0
2	0002-0055	1256.682	65.752	160	23	103.191	25.007	0	0	0
3	0003-0077	3540.922	98.926	183	33	114.492	53.348	0	0	0
4	0004-0041	78.042	12.810	138	36	128.660	8.002	1	1	0
5	0005-0063	1736.943	57.722	416	88	62.103	42.554	1	1	0
6	0006-0083	2013.093	88.867	55	127	78.311	37.010	3	3	0
7	0007-0071	871.473	45.893	461	49	106.460	24.594	1	1	0
8	0008-0066	356.193	25.619	349	59	141.340	20.883	0	0	0
9	0010-0084	717.389	37.600	123	100	61.390	25.007	1	1	0
10	0011-0088	774.420	47.437	371	104	42.436	29.417	2	2	0
11	0012-0101	910.494	49.783	19	124	67.557	29.971	1	1	0
12	0013-0108	861.468	53.773	149	82	99.638	23.006	0	0	0
13	0014-0101	560.304	39.823	81	83	115.278	21.006	1	3	2
14	0015-0118	1190.646	57.296	176	90	106.220	25.999	2	3	1
15	0016-0135	3088.677	88.308	241	92	99.782	49.013	0	0	0
16	0017-0111	1330.722	50.343	418	97	159.044	34.009	1	1	0
17	0018-0139	4664.532	100.237	350	176	53.931	69.491	0	2	2
18	0019-0120	390.212	33.625	121	106	120.379	15.641	0	0	0
19	0020-0161	3319.802	101.635	97	211	79.796	45.003	2	2	0
20	0021-0134	641.348	36.684	29	151	64.134	24.016	1	3	2
21	0022-0139	636.345	37.600	200	123	118.610	23.006	0	1	1
22	0023-0152	862.468	42.202	55	171	58.570	31.538	0	0	0
23	0024-0168	2511.363	74.653	282	133	107.949	50.014	0	0	0
24	0025-0166	1890.026	63.908	125	193	50.080	42.466	1	1	0
25	0026-0174	1414.768	51.444	173	151	116.565	37.352	0	2	2
26	0027-0182	1711.929	59.455	22	153	102.633	39.011	0	4	4
27	0028-0181	751.408	46.110	216	160	114.341	24.156	1	7	6
28	0029-0170	140.076	17.005	494	178	61.928	11.003	0	0	0
29	0030-0193	1063.577	56.309	68	166	102.308	27.307	1	1	0
30	0031-0233	5048.741	119.674	328	175	102.061	62.179	0	4	4
31	0032-0199	817.444	39.861	257	218	72.474	29.008	1	5	4
32	0033-0196	729.396	39.571	356	182	159.274	28.214	0	0	0
33	0034-0195	736.400	45.499	452	207	33.341	24.500	0	0	0
34	0035-0224	1562.848	68.968	189	257	70.514	35.291	3	3	0
35	0036-0220	1357.737	57.583	141	248	72.824	37.010	0	1	1
36	0037-0213	728.395	43.841	165	194	117.150	23.390	1	1	0
37	0038-0235	2679.455	73.368	24	268	64.134	56.360	0	0	0
38	0039-0246	3554.930	83.975	279	205	102.381	54.897	0	2	2
39	0040-0239	1369.744	61.863	237	209	104.036	33.393	0	1	1
40	0041-0267	3118.693	106.598	107	320	84.075	43.012	0	1	1
41	0042-0242	871.473	43.670	84	263	69.905	29.882	3	3	0
42	0043-0248	708.385	42.450	145	264	34.439	29.298	0	2	2
43	0045-0272	550.299	32.659	62	258	117.350	24.007	0	0	0
44	0046-0295	3310.797	76.943	202	332	74.157	58.200	0	1	1
45	0049-0283	555.301	33.847	41	299	71.030	23.006	0	0	0
46	0051-0289	710.386	34.549	253	273	112.109	27.007	2	3	1
47	0052-0311	712.387	46.023	278	328	47.643	27.230	0	0	0
48	0053-0307	252.137	26.180	313	317	46.548	14.149	1	2	1
49	0055-0315	245.133	28.239	245	321	22.932	12.003	1	0	-1
50	0056-0335	398.216	31.329	181	320	106.699	20.005	0	0	0
51	0057-0335	431.234	31.915	243	346	32.196	22.006	0	0	0
52	0058-0348	493.268	46.542	289	369	61.783	14.542	1	2	1
53	0059-0358	1475.801	56.336	221	385	73.496	35.010	2	4	2
54	0060-0339	152.083	17.034	98	345	49.764	12.003	0	0	0
55	0061-0348	442.240	36.245	276	364	62.021	17.533	1	1	0
56	0062-0363	564.306	41.351	245	381	57.848	23.261	0	2	2
57	0065-0382	549.298	38.959	253	395	41.878	22.952	1	2	1
58	0067-0400	851.462	44.057	216	417	50.528	28.370	1	2	1
59	0068-0415	387.210	26.840	445	420	26.565	19.005	1	1	0
60	0069-0435	696.378	38.959	375	444	29.197	28.077	0	2	2
61	0070-0442	1851.005	63.365	408	452	11.842	40.925	2	4	2
62	0072-0459	160.087	17.005	217	463	28.072	12.003	0	0	0
63	0073-0479	1266.688	48.387	400	466	150.255	34.550	0	1	1
64	0075-0495	956.519	52.216	347	485	163.301	25.698	0	2	2
65	0076-0501	214.116	24.705	403	495	148.241	13.004	0	0	0
66	0103-0296	1164.632	51.004	292	125	64.440	38.057	0	0	0
67	0049-0317	583.317	44.057	312	71	87.397	19.421	0	0	0
68	0065-0269	3160.716	80.028	231	53	161.792	60.823	0	0	0
69	0109-0340	3042.652	91.074	335	155	88.112	47.577	0	0	0
70	0381-0299	430.234	32.258	298	397	82.875	19.005	1	1	0
71	0338-0340	3475.887	99.153	317	380	59.036	50.011	4	8	4
72	0394-0326	765.416	44.057	310	407	39.472	27.629	0	1	1
73	0424-0303	714.388	39.571	295	443	73.856	24.989	0	1	1
74	0288-0162	2637.432	71.040	146	319	57.653	52.724	1	4	3
75	0404-0365	2914.582	77.919	342	437	60.803	56.364	0	4	4
76	0454-0336	2103.142	68.466	306	477	25.067	48.583	0	0	0
77	0467-0378	932.506	43.693	357	477	15.945	31.008	1	2	1
78	0218-0415	3463.881	78.411	392	253	66.705	58.509	0	0	0
79	0245-0455	1272.691	49.692	439	265	49.899	35.338	1	2	1
80	0283-0449	569.309	37.746	433	291	32.005	21.917	1	3	2
81	0280-0408	1155.627	49.054	389	296	39.207	34.795	0	0	0
82	0330-0410	4584.489	97.970	366	363	32.067	65.407	0	1	1
83	0305-0469	1104.600	45.355	455	323	48.576	33.568	0	0	0
84	0394-0426	2776.507	71.300	396	411	34.136	52.474	0	0	0
85	0388-0477	1195.649	46.110	461	399	40.601	35.998	3	7	4
86	0424-0267	2485.349	67.442	240	436	35.340	52.814	0	0	0
87	0411-0103	2286.241	68.026	91	443	70.233	51.655	0	0	0
88	0444-0073	778.423	47.140	67	466	72.719	23.617	2	2	0
89	0430-0041	2148.166	70.850	9	437	30.548	48.134	2	3	1
90	0314-0075	1437.781	59.556	49	301	150.852	37.723	0	4	4
91	0288-0090	594.323	43.428	89	310	82.057	18.005	0	0	0
