 	Label	Area	Feret	FeretX	FeretY	FeretAngle	MinFeret	Central Nuclei	Total Myonuclei	Perinuclei
1	0001-0024	1249.678	54.246	344.000	30.000	22.782	32.835	1	2	1
2	0003-0112	1805.980	74.646	380.000	144.000	57.588	35.845	2	2	0
3	0004-0140	1113.605	46.628	422.000	158.000	54.605	32.382	2	4	2
4	0005-0173	2760.499	93.417	457.000	219.000	77.005	42.302	0	0	0
5	0008-0231	1181.642	55.917	393.000	259.000	79.695	29.008	0	1	1
6	0010-0255	1183.643	54.833	68.000	282.000	75.203	27.007	2	2	0
7	0011-0286	2562.391	74.726	260.000	320.000	62.063	51.444	8	12	4
8	0014-0316	1656.900	62.194	72.000	287.000	117.801	37.010	1	3	2
9	0016-0308	129.070	15.816	384.000	314.000	34.695	12.003	0	0	0
10	0018-0346	248.135	20.524	108.000	355.000	43.025	17.005	0	2	2
11	0020-0415	3537.921	98.108	408.000	368.000	106.587	48.441	1	1	0
12	0021-0438	1751.951	68.327	373.000	472.000	72.096	31.573	0	2	2
13	0022-0468	1021.555	56.060	450.000	495.000	74.476	25.675	0	0	0
14	0243-0326	2422.315	68.488	315.500	277.500	83.290	46.779	1	1	0
15	0201-0283	4944.684	135.200	255.500	266.500	74.113	54.569	0	4	4
16	0311-0344	3783.054	86.286	333.000	351.500	68.939	62.419	5	6	1
17	0354-0286	4644.522	111.504	248.000	402.000	58.948	69.458	3	5	2
18	0356-0236	2098.139	85.798	238.500	398.500	82.295	39.278	1	4	3
19	0422-0335	6416.484	143.396	326.500	492.500	80.768	67.021	2	2	0
20	0406-0205	5746.120	117.475	185.000	350.000	105.811	67.171	0	7	7
21	0343-0167	951.517	54.586	160.000	317.000	103.782	28.008	0	1	1
22	0406-0141	5429.948	123.795	116.000	466.000	74.055	56.459	0	0	0
23	0294-0211	5047.740	120.863	187.000	345.000	61.314	59.026	0	0	0
24	0254-0167	5930.220	125.358	154.000	192.000	94.118	69.547	3	5	2
25	0177-0188	1989.080	68.429	169.000	201.000	52.125	40.554	0	0	0
26	0202-0237	4368.372	110.972	209.000	251.000	56.023	56.364	3	5	2
27	0118-0250	3606.958	94.047	217.000	155.000	51.911	65.422	1	2	1
28	0117-0208	2152.168	87.001	177.000	149.000	44.534	39.609	0	5	5
29	0078-0211	1042.566	52.407	187.000	91.000	23.629	25.936	2	3	1
30	0280-0117	4835.625	111.035	97.000	226.000	100.905	56.049	0	8	8
31	0177-0116	4328.350	97.746	99.000	224.000	72.121	55.988	3	5	2
32	0155-0162	1173.637	71.887	149.000	189.000	68.791	28.534	1	2	1
33	0094-0106	3049.656	90.819	83.667	134.000	60.046	51.094	3	6	3
34	0098-0139	399.217	43.877	134.667	119.000	78.605	11.822	0	2	2
35	0083-0163	1803.979	71.309	147.500	118.500	79.084	39.189	1	2	1
36	0067-0061	1861.010	77.385	65.500	29.000	95.563	39.484	1	1	0
37	0240-0033	1064.578	50.076	18.000	220.000	129.732	38.214	0	2	2
38	0299-0037	3187.731	86.141	23.500	263.000	118.053	58.516	1	2	1
39	0393-0076	4424.402	105.600	54.000	441.500	64.770	56.284	2	2	0
40	0333-0140	279.152	41.005	129.500	350.500	59.995	13.077	3	1	-2
41	0173-0048	6396.473	115.070	20.500	222.000	65.886	76.048	2	3	1
42	0357-0382	2610.417	88.347	375.000	400.000	74.233	44.512	9	10	1
43	0345-0427	1573.854	64.647	425.000	313.000	98.005	30.451	3	4	1
44	0220-0427	4088.220	109.366	421.500	166.000	97.093	49.301	2	4	2
45	0185-0383	2750.493	90.138	368.000	226.000	63.293	41.964	0	0	0
46	0153-0348	3214.745	89.216	341.333	109.333	96.222	54.263	1	1	0
47	0099-0317	1590.864	68.283	316.000	133.667	84.958	35.824	1	4	3
48	0067-0347	1635.888	63.081	339.000	97.667	75.303	34.480	2	2	0
49	0048-0317	1309.711	72.714	297.667	78.667	54.707	27.808	3	3	0
50	0077-0376	1655.899	60.903	368.333	105.333	66.101	33.543	2	2	0
51	0103-0350	211.115	22.069	339.667	106.667	4.332	14.147	0	0	0
52	0041-0415	2086.133	79.412	401.333	80.333	87.834	37.988	2	2	0
53	0090-0440	1478.803	68.496	423.667	123.333	75.626	35.877	1	1	0
54	0101-0464	1028.558	49.135	457.000	125.667	71.811	27.453	1	1	0
55	0245-0472	2866.556	85.007	453.667	281.667	62.430	46.915	4	8	4
56	0068-0262	360.196	31.012	250.500	77.500	37.794	19.748	0	0	0
57	0055-0231	134.073	19.045	230.000	65.000	76.329	11.003	1	1	0
58	0036-0249	402.218	27.900	250.000	23.000	104.534	20.847	0	0	0
