 	Label	Area	Feret	FeretX	FeretY	FeretAngle	MinFeret	Central Nuclei	Total Myonuclei	Perinuclei
120	0120-0145	581.566	34.013	224	151	53.973	22.506	1	1	0
121	0121-0151	1288.199	61.762	24	141	121.759	30.739	2	2	0
122	0122-0146	393.964	28.292	157	142	135.000	20.005	0	1	1
123	0123-0153	1382.000	57.733	302	142	107.650	30.008	1	1	0
124	0124-0157	3220.498	89.642	431	173	59.859	55.015	3	4	1
125	0125-0150	800.435	42.585	342	144	130.236	28.292	0	2	2
126	0126-0153	881.729	44.523	233	160	51.843	30.008	0	0	0
127	0127-0154	1250.679	46.515	362	159	36.254	37.510	1	1	0
128	0128-0157	2738.987	88.801	455	166	32.347	50.014	3	3	0
129	0129-0156	1844.752	63.114	70	164	33.690	42.512	0	0	0
130	0130-0155	644.100	36.065	99	149	123.690	22.506	0	0	0
131	0131-0157	938.009	43.023	54	164	54.462	30.008	1	1	0
132	0132-0157	775.421	41.394	122	150	115.017	22.506	1	1	0
133	0133-0156	731.647	41.014	132	163	52.431	25.007	1	1	0
134	0134-0159	887.982	45.974	184	151	112.380	22.506	1	1	0
135	0135-0160	1882.272	66.020	271	152	142.696	41.522	2	2	0
136	0136-0161	725.394	38.171	149	155	121.608	25.007	0	1	1
137	0137-0168	3239.259	77.036	321	155	125.754	61.705	2	2	0
138	0138-0168	1144.371	49.258	382	159	113.962	30.008	1	1	0
139	0139-0166	875.475	45.974	195	160	135.000	30.060	1	1	0
140	0140-0177	2638.933	83.875	256	161	116.565	45.480	1	1	0
141	0141-0170	762.914	40.708	85	176	42.510	30.008	1	1	0
142	0142-0182	2901.575	95.223	354	164	103.671	37.510	4	4	0
143	0143-0175	1081.837	47.183	367	167	122.005	27.507	2	2	0
144	0144-0181	2051.114	78.523	233	169	127.235	42.262	1	1	0
145	0145-0175	550.299	32.024	42	172	141.340	22.506	0	0	0
146	0146-0180	3164.218	98.070	441	185	19.359	47.513	3	3	0
147	0147-0186	2751.494	85.170	213	172	130.236	49.207	1	1	0
148	0148-0203	4652.526	153.848	503	234	82.528	35.010	2	2	0
149	0149-0195	4615.006	107.558	14	216	72.408	60.016	0	0	0
150	0150-0183	1851.005	55.072	293	175	129.472	42.512	2	2	0
151	0151-0179	306.416	24.755	189	176	135.000	17.505	0	0	0
152	0152-0182	1407.014	54.844	410	177	155.772	30.008	2	2	0
153	0153-0184	1163.131	56.694	132	177	138.576	31.307	1	1	0
154	0154-0182	894.235	48.554	168	177	145.491	26.840	1	1	0
155	0155-0184	606.579	37.510	84	180	143.130	22.506	1	1	0
156	0156-0186	562.806	35.541	113	182	140.711	22.506	1	1	0
157	0157-0194	1732.190	68.666	309	206	56.889	34.668	3	3	0
158	0158-0192	1194.398	55.524	384	185	144.162	32.432	2	2	0
159	0159-0202	3095.431	83.838	333	218	72.646	47.513	4	4	0
160	0160-0214	8861.061	145.642	471	242	74.055	75.020	1	2	1
161	0162-0208	3676.996	105.533	37	191	126.327	59.496	0	0	0
162	0163-0199	1663.403	55.072	420	192	140.528	42.512	2	3	1
163	0164-0201	1256.932	51.492	371	192	119.055	30.008	3	3	0
164	0165-0197	537.792	33.643	136	193	138.013	22.506	1	1	0
165	0166-0197	350.190	26.583	95	194	138.814	17.505	1	1	0
166	0167-0202	1044.317	51.310	117	195	136.975	31.828	1	1	0
167	0168-0202	712.887	40.708	260	197	137.490	27.507	1	1	0
168	0169-0204	437.738	30.525	169	199	124.992	17.505	1	1	0
169	0170-0209	875.475	51.553	58	203	140.906	30.604	0	0	0
170	0171-0208	756.661	39.539	204	215	55.305	25.007	0	1	1
171	0172-0208	637.846	35.365	219	203	135.000	25.007	1	1	0
172	0174-0211	981.783	47.775	407	204	132.879	31.686	2	2	0
173	0175-0210	606.579	37.175	190	205	132.274	25.007	1	1	0
174	0176-0224	2895.322	93.433	446	242	74.476	41.731	2	2	0
175	0177-0216	1369.494	51.492	235	225	60.945	35.010	1	1	0
176	0178-0218	1482.055	66.020	109	208	127.304	44.734	2	2	0
177	0179-0213	306.416	24.755	146	210	135.000	17.505	0	0	0
178	0180-0224	2926.589	76.178	316	210	113.199	52.514	4	4	0
179	0181-0217	719.140	35.541	266	212	129.289	27.507	0	0	0
180	0182-0226	2501.358	83.239	425	240	57.265	43.089	2	2	0
181	0183-0219	662.860	39.062	99	213	129.806	25.007	1	1	0
182	0184-0223	1494.561	57.134	132	234	66.801	32.509	1	1	0
183	0185-0228	2132.408	84.618	182	214	124.160	39.599	0	0	0
184	0186-0228	1719.684	60.896	366	217	109.179	35.010	2	2	0
185	0187-0225	837.955	47.775	3	232	42.879	31.463	0	1	1
186	0188-0225	981.783	45.082	167	218	123.690	30.008	1	1	0
187	0189-0235	3039.150	86.228	30	219	106.858	49.375	0	2	2
188	0190-0230	2376.290	74.602	79	219	129.560	49.218	1	1	0
189	0191-0228	719.140	42.585	200	222	130.236	25.722	0	0	0
190	0192-0233	1894.779	69.165	344	222	130.601	46.261	3	4	1
191	0193-0231	537.792	32.024	250	236	51.340	22.506	1	1	0
192	0194-0239	1081.837	60.432	217	228	114.444	22.921	2	2	0
193	0195-0239	2613.919	66.067	51	234	150.524	50.014	1	1	0
194	0196-0239	1582.109	55.917	229	229	116.565	40.011	0	0	0
195	0197-0244	1375.747	60.896	410	256	70.821	25.007	1	2	1
196	0198-0242	1244.426	44.734	15	234	116.565	37.510	2	2	0
197	0200-0249	2138.661	91.026	114	235	127.185	32.849	3	4	1
198	0201-0254	2638.933	117.212	156	235	123.690	35.820	2	2	0
199	0202-0249	2451.331	60.896	496	261	70.821	52.514	2	2	0
200	0203-0259	3420.607	110.143	311	242	129.472	54.224	1	1	0
201	0205-0267	5077.757	126.451	395	244	114.538	72.146	1	2	1
202	0206-0263	4414.897	103.620	431	244	109.747	54.272	2	2	0
203	0207-0263	3583.195	91.711	467	280	64.134	56.087	2	4	2
204	0208-0258	1832.245	60.535	76	252	141.710	47.506	1	1	0
205	0209-0265	3964.652	97.270	101	251	133.958	60.120	0	1	1
206	0210-0258	1075.584	51.553	272	250	129.094	33.509	0	2	2
207	0211-0258	1100.598	53.165	244	251	138.814	30.508	0	1	1
208	0212-0257	706.634	35.541	47	254	140.711	27.507	1	1	0
209	0213-0261	1325.720	53.165	11	269	41.186	39.466	0	0	0
210	0214-0270	1331.973	56.196	482	281	69.146	30.008	1	2	1
211	0215-0267	694.127	42.585	187	261	130.236	25.662	0	0	0
212	0216-0268	837.955	41.014	69	262	142.431	30.008	1	1	0
213	0217-0269	912.996	43.023	345	262	125.538	32.509	1	1	0
214	0218-0269	719.140	40.708	149	263	132.510	27.507	1	1	0
215	0220-0272	1369.494	48.102	217	264	117.897	37.510	2	3	1
216	0221-0278	1800.978	57.024	40	271	142.125	45.012	2	2	0
217	0222-0275	637.846	36.065	139	281	56.310	22.506	1	1	0
218	0223-0285	3664.489	87.094	265	299	50.826	62.517	1	1	0
219	0224-0288	1988.580	88.624	375	271	106.390	27.507	2	2	0
220	0225-0275	306.416	24.755	454	272	135.000	17.505	0	0	0
221	0226-0278	306.416	24.755	29	275	135.000	17.505	0	0	0
222	0228-0296	5709.350	108.686	76	316	66.975	72.353	1	1	0
223	0229-0294	3101.684	86.698	99	279	123.232	50.014	1	1	0
224	0230-0291	2376.290	72.692	315	302	49.185	47.743	1	1	0
225	0231-0299	4852.635	109.802	339	318	59.931	65.425	3	5	2
226	0232-0286	481.511	31.828	173	291	45.000	22.506	0	0	0
227	0233-0288	537.792	32.024	188	283	128.660	22.506	1	1	0
228	0234-0297	1732.190	70.464	121	285	117.474	32.145	1	1	0
229	0235-0294	1081.837	44.734	158	286	116.565	30.008	0	0	0
230	0236-0294	1075.584	48.102	249	303	62.103	27.507	0	0	0
231	0237-0294	944.263	46.515	32	287	126.254	30.008	1	1	0
232	0238-0293	775.421	39.539	209	289	145.305	25.007	0	0	0
233	0239-0300	1557.095	56.196	298	290	110.854	35.010	2	2	0
234	0241-0302	2244.969	59.650	225	297	146.976	50.014	1	2	1
235	0242-0297	669.113	35.541	47	302	39.289	25.007	1	2	1
236	0243-0302	1050.570	49.258	136	293	113.962	27.507	1	1	0
237	0244-0297	387.710	28.292	196	301	45.000	20.005	0	0	0
238	0245-0305	2620.173	70.774	390	293	122.005	52.514	1	1	0
239	0246-0300	1006.797	44.523	418	307	51.843	32.509	1	1	0
240	0247-0300	544.045	32.024	177	295	128.660	22.506	0	0	0
241	0248-0311	1288.199	67.565	205	322	51.009	31.904	2	2	0
242	0249-0310	1144.371	46.110	318	315	40.601	35.010	1	1	0
243	0250-0312	950.516	46.983	286	321	64.799	25.007	1	1	0
244	0251-0316	1638.389	57.134	54	327	66.801	35.010	1	1	0
245	0252-0325	5084.010	102.039	178	308	126.027	73.353	2	3	1
246	0253-0328	2970.363	99.651	371	347	72.474	48.614	4	4	0
247	0254-0318	1156.878	46.515	269	326	53.746	32.509	1	2	1
248	0255-0328	3126.697	80.061	220	344	75.530	56.936	2	2	0
249	0256-0317	437.738	30.525	99	314	145.008	17.505	1	1	0
250	0257-0324	1838.498	67.286	121	314	131.987	41.121	2	2	0
251	0258-0327	2051.114	67.333	255	315	111.801	40.011	2	2	0
252	0259-0323	1119.358	49.637	300	331	49.086	35.010	2	2	0
253	0260-0322	481.511	30.525	162	317	124.992	20.005	0	0	0
254	0261-0322	350.190	26.583	319	319	138.814	17.505	0	0	0
255	0263-0325	437.738	30.112	150	321	138.366	20.005	1	1	0
256	0264-0336	2051.114	77.561	337	322	110.772	35.010	1	1	0
257	0265-0331	725.394	40.322	356	338	60.255	22.506	1	1	0
258	0266-0330	862.969	39.539	394	337	55.305	30.008	1	1	0
259	0267-0339	2395.050	81.914	103	325	121.264	42.452	1	1	0
260	0269-0343	1894.779	76.342	286	330	121.608	34.739	2	2	0
261	0270-0339	875.475	39.539	448	346	55.305	30.008	1	1	0
262	0271-0344	1263.186	54.844	328	334	114.228	27.507	0	1	1
263	0272-0346	1538.335	57.134	307	336	113.199	32.509	1	1	0
264	0273-0343	756.661	39.539	384	350	55.305	25.007	1	1	0
265	0274-0344	719.140	39.539	169	338	124.695	25.007	1	1	0
266	0275-0350	1969.819	61.509	126	339	116.565	42.512	0	0	0
267	0276-0350	1457.041	60.535	51	341	128.290	37.133	0	0	0
268	0277-0348	794.181	44.523	210	341	128.157	26.840	0	0	0
269	0278-0354	4446.164	108.485	397	360	25.974	67.518	2	2	0
270	0279-0350	1475.801	50.014	149	356	36.870	40.011	1	1	0
271	0280-0348	762.914	40.708	183	342	132.510	30.008	1	1	0
272	0281-0348	850.462	42.438	352	354	45.000	30.008	1	1	0
273	0282-0351	875.475	50.635	26	360	57.095	31.138	0	0	0
274	0283-0354	1382.000	58.325	274	344	120.964	32.509	1	1	0
275	0284-0351	700.380	38.171	201	345	121.608	22.506	2	2	0
276	0285-0355	1194.398	54.098	459	364	56.310	31.258	1	1	0
277	0286-0356	819.195	43.023	471	363	54.462	27.507	1	1	0
278	0287-0365	2432.571	76.055	432	379	62.592	52.514	2	3	1
279	0288-0364	1081.837	54.844	263	356	133.152	31.192	1	1	0
280	0289-0365	1463.294	50.014	35	357	126.870	40.011	2	2	0
281	0290-0361	393.964	28.292	375	357	135.000	20.005	0	0	0
282	0291-0368	1713.430	60.535	166	379	51.710	40.670	0	0	0
283	0292-0364	637.846	36.065	213	358	123.690	22.506	1	1	0
284	0293-0362	600.326	34.013	332	366	36.027	22.506	1	1	0
285	0294-0370	1607.123	67.100	359	382	63.435	34.293	2	2	0
286	0295-0367	1188.145	51.553	196	359	129.094	32.509	1	1	0
287	0296-0367	1088.091	51.310	50	360	136.975	34.571	0	0	0
288	0297-0368	1738.444	70.774	106	361	147.995	35.310	2	3	1
289	0298-0365	625.339	37.175	482	371	47.726	25.007	1	1	0
290	0299-0366	875.475	41.014	135	372	37.569	27.507	1	2	1
291	0300-0370	1331.973	54.844	296	377	43.152	37.133	1	2	1
292	0301-0371	963.023	50.635	504	362	110.225	22.506	1	1	0
293	0302-0370	887.982	44.523	181	377	51.843	30.008	1	1	0
294	0303-0370	975.530	45.974	87	377	45.000	32.509	1	1	0
295	0304-0373	1588.362	58.325	333	369	149.036	42.512	2	3	1
296	0305-0380	3358.073	84.024	14	367	126.529	63.306	2	2	0
297	0306-0382	1932.299	84.062	389	367	112.751	30.739	3	3	0
298	0307-0383	2420.064	78.324	70	368	106.699	42.144	1	1	0
299	0308-0376	1163.131	47.183	250	384	57.995	35.010	1	1	0
300	0309-0385	3802.064	99.933	406	402	58.299	57.516	1	1	0
301	0310-0398	4933.929	148.701	370	370	109.654	56.588	2	2	0
302	0311-0377	687.873	41.014	322	371	127.569	25.007	1	1	0
303	0312-0377	400.217	28.292	484	373	135.000	20.005	0	0	0
304	0313-0379	850.462	42.512	135	382	28.072	25.007	1	1	0
305	0314-0380	581.566	32.605	95	378	147.529	22.506	0	0	0
306	0315-0379	350.190	26.583	113	376	138.814	17.505	0	1	1
307	0316-0384	1263.186	45.906	278	392	60.642	37.510	1	1	0
308	0317-0387	1951.059	66.586	42	380	145.713	42.512	1	1	0
309	0318-0383	525.285	33.643	174	379	138.013	22.506	1	1	0
310	0319-0388	1907.285	57.570	192	382	145.620	47.513	1	1	0
311	0320-0388	981.783	46.515	238	381	126.254	30.008	1	1	0
312	0321-0388	862.969	40.322	302	381	119.745	27.507	1	1	0
313	0322-0392	1044.317	56.196	315	382	110.854	22.506	1	1	0
314	0323-0386	437.738	30.112	474	391	48.366	20.005	1	1	0
315	0324-0400	3007.883	104.072	426	417	54.782	42.661	3	6	3
316	0325-0397	1582.109	77.561	452	412	69.228	31.387	1	1	0
317	0326-0396	1851.005	61.762	150	407	58.241	43.615	1	1	0
318	0327-0398	1719.684	58.325	347	408	59.036	40.011	1	1	0
319	0328-0396	1263.186	51.553	98	389	140.906	37.452	0	0	0
320	0329-0400	1882.272	60.483	256	390	119.745	42.512	1	1	0
321	0330-0394	612.833	37.175	331	399	42.274	25.007	1	1	0
322	0331-0398	1188.145	53.517	493	407	52.595	33.213	0	0	0
323	0332-0401	2701.467	82.028	2	391	142.431	48.238	1	1	0
324	0333-0409	2407.557	100.806	168	392	119.745	34.127	1	1	0
325	0334-0395	306.416	24.755	483	392	135.000	17.505	0	0	0
326	0336-0405	988.036	53.692	288	396	117.759	24.667	1	1	0
327	0337-0405	1238.172	50.014	87	397	126.870	35.010	1	1	0
328	0338-0408	1488.308	60.432	275	419	65.556	32.509	2	2	0
329	0339-0406	1038.064	47.183	224	398	122.005	30.008	1	1	0
330	0340-0402	306.416	24.755	463	399	135.000	17.505	0	0	0
331	0341-0410	1263.186	54.901	331	420	59.931	32.509	2	2	0
332	0342-0424	5265.359	124.181	75	402	115.017	79.733	3	3	0
333	0343-0422	4996.463	107.413	197	442	65.225	85.832	3	3	0
334	0344-0408	387.710	28.292	186	404	135.000	20.005	0	0	0
335	0345-0416	1688.417	65.018	244	404	112.620	35.010	1	1	0
336	0346-0410	637.846	37.510	300	416	53.130	22.506	1	1	0
337	0347-0411	1025.557	46.110	467	418	49.399	35.010	1	1	0
338	0348-0410	437.738	30.525	46	405	124.992	17.505	0	0	0
339	0349-0421	4020.933	93.867	392	432	41.760	65.425	1	1	0
340	0350-0416	900.489	44.523	162	409	128.157	30.008	1	1	0
341	0351-0419	969.276	48.036	36	412	128.660	30.008	0	1	1
342	0352-0417	631.593	37.175	489	422	42.274	25.007	1	2	1
343	0354-0425	2101.141	67.333	362	413	121.329	45.503	2	3	1
344	0355-0419	656.606	38.901	83	414	135.000	26.524	1	1	0
345	0356-0427	1300.706	61.762	502	439	68.629	25.007	1	1	0
346	0357-0426	781.674	42.585	339	421	139.764	28.292	2	2	0
347	0358-0428	1131.864	44.523	454	436	51.843	32.509	2	2	0
348	0359-0427	544.045	34.013	275	422	126.027	20.005	1	1	0
349	0360-0429	956.769	42.512	290	422	118.072	30.008	1	1	0
350	0361-0428	631.593	34.741	319	422	120.256	22.506	1	1	0
351	0362-0440	3795.811	99.589	430	458	61.504	52.514	3	3	0
352	0363-0441	3864.598	113.223	462	461	59.470	65.475	3	5	2
353	0364-0430	725.394	38.171	263	437	58.392	25.007	0	0	0
354	0365-0437	1194.398	55.917	156	427	116.565	28.999	1	1	0
355	0366-0441	4477.431	113.306	17	451	22.036	60.192	2	2	0
356	0367-0434	625.339	36.065	167	428	123.690	22.506	0	0	0
357	0368-0446	5040.236	116.758	97	429	133.264	67.012	1	1	0
358	0369-0436	437.738	30.112	328	441	48.366	20.005	1	1	0
359	0370-0446	2176.181	76.342	408	459	58.392	42.944	2	2	0
360	0371-0441	969.276	43.744	231	434	120.964	27.507	0	0	0
361	0372-0440	887.982	42.585	276	446	40.236	27.507	0	0	0
362	0373-0440	393.964	28.512	252	436	127.875	17.505	0	0	0
363	0374-0446	1281.946	53.866	383	436	111.801	30.008	2	2	0
364	0375-0442	494.018	32.024	242	437	128.660	20.005	0	1	1
365	0376-0444	831.702	42.512	303	452	61.928	25.007	1	1	0
366	0377-0452	2764.001	93.031	337	437	126.254	52.622	2	2	0
367	0378-0452	2826.535	79.748	181	440	131.186	47.674	1	1	0
368	0379-0456	2595.159	71.609	322	469	65.225	47.513	1	1	0
369	0380-0462	3933.385	116.033	363	445	127.117	64.694	1	1	0
370	0381-0453	925.502	45.082	207	461	56.310	27.507	0	0	0
371	0382-0462	5102.770	125.583	70	447	144.728	60.890	2	2	0
372	0383-0452	306.416	24.755	273	449	135.000	17.505	0	0	0
373	0384-0463	1694.670	74.351	393	449	109.654	27.507	2	2	0
374	0385-0470	3201.738	92.795	223	488	75.964	45.012	2	3	1
375	0386-0459	637.846	36.065	294	465	56.310	22.506	1	1	0
376	0387-0465	1944.806	65.640	10	456	139.635	44.275	1	1	0
377	0388-0473	3476.888	89.362	247	456	107.928	50.014	2	2	0
378	0389-0466	1494.561	54.098	163	457	123.690	37.510	1	1	0
379	0390-0467	1432.027	55.072	436	475	39.472	38.748	1	1	0
380	0391-0471	2119.901	60.483	37	482	60.255	45.012	0	0	0
381	0392-0471	1851.005	63.755	410	481	48.180	43.472	2	2	0
382	0393-0468	387.710	28.292	311	464	135.000	20.005	0	0	0
383	0394-0483	2864.055	80.644	180	493	29.745	52.192	2	2	0
384	0395-0480	725.394	38.171	286	474	121.608	25.007	0	0	0
385	0396-0486	762.914	37.510	269	492	53.130	27.507	0	1	1
386	0398-0488	894.235	43.023	234	495	54.462	27.507	1	1	0
387	0399-0485	306.416	24.755	340	482	135.000	17.505	0	0	0
388	0400-0486	387.710	28.292	412	482	135.000	20.005	1	1	0
389	0401-0489	306.416	24.755	374	486	135.000	17.505	0	0	0
390	0402-0492	494.018	30.112	438	488	131.634	22.506	0	0	0
391	0403-0498	1044.317	44.523	197	505	51.843	32.509	1	1	0
392	0404-0498	862.969	43.744	211	491	120.964	25.007	0	1	1
393	0405-0497	712.887	38.171	224	504	58.392	22.506	0	0	0
394	0406-0495	544.045	33.643	253	500	41.987	22.506	1	1	0
395	0407-0497	556.552	35.365	311	492	135.000	25.007	0	1	1
396	0408-0501	537.792	32.024	284	506	51.340	22.506	0	0	0
397	0409-0501	393.964	28.292	266	497	135.000	20.005	0	0	0
398	0410-0503	756.661	39.062	236	508	39.806	25.007	2	2	0
399	0411-0503	393.964	28.292	186	499	135.000	20.005	0	1	1
400	0412-0504	481.511	32.024	353	499	128.660	20.005	1	1	0
401	0413-0504	762.914	37.175	447	499	132.274	27.507	0	1	1
