 	Label	Area	Feret	FeretX	FeretY	FeretAngle	MinFeret	Central Nuclei	Total Myonuclei	Perinuclei
1	0001-0025	900.489	48.387	335	46	60.255	28.560	0	2	2
2	0002-0039	879.477	65.325	475	71	78.518	17.645	2	4	2
3	0003-0035	147.080	17.893	300	43	63.435	10.003	1	0	-1
4	0004-0087	2651.439	88.839	354	131	82.235	43.012	3	4	1
5	0005-0092	1817.987	69.890	312	127	80.942	36.010	2	3	1
6	0006-0150	1454.790	61.205	331	120	101.310	31.008	3	5	2
7	0007-0155	633.344	37.600	362	139	118.610	26.007	0	1	1
8	0008-0177	1639.890	63.342	469	147	111.297	31.445	2	2	0
9	0009-0197	1125.611	59.682	189	168	103.570	27.443	2	4	2
10	0010-0226	2686.458	90.163	304	267	70.560	46.012	6	9	3
11	0011-0243	2446.328	74.867	449	278	67.203	48.960	3	4	1
12	0012-0292	597.324	42.965	308	273	114.775	17.514	1	2	1
13	0013-0312	1169.635	57.739	361	284	104.036	24.007	1	3	2
14	0014-0306	869.472	43.670	237	327	69.905	27.007	3	10	7
15	0015-0348	128.070	17.893	322	340	116.565	9.002	0	0	0
16	0016-0399	1045.568	54.439	385	374	110.433	29.869	2	2	0
17	0017-0403	1187.645	50.233	409	425	54.728	36.633	0	4	4
18	0018-0466	3059.661	88.590	376	510	83.517	47.784	2	5	3
19	0227-0359	3287.785	109.254	360	173	93.674	38.010	3	9	6
20	0191-0394	1315.714	60.183	386	163	111.448	31.008	3	4	1
21	0245-0394	1383.751	62.603	388	215	102.926	28.008	1	4	3
22	0257-0429	2785.512	85.399	416	216	103.548	43.084	3	6	3
23	0185-0435	2374.289	69.797	424	154	115.463	46.012	3	3	0
24	0141-0409	1057.574	51.366	404	116	96.710	31.758	3	5	2
25	0111-0385	1795.975	72.580	378	75	97.125	34.009	3	5	2
26	0078-0404	3018.639	103.275	386	31	111.595	45.721	3	3	0
27	0135-0450	1070.581	49.662	436	113.500	117.597	30.581	1	1	0
28	0115-0486	1374.746	71.297	481	80	98.471	30.506	2	4	2
29	0070-0448	2989.623	106.899	438	18.500	105.467	41.647	2	2	0
30	0027-0458	761.413	54.981	448	2	111.898	22.606	2	2	0
31	0347-0401	1772.963	61.068	383.500	320	115.726	41.687	1	3	2
32	0349-0435	1137.618	61.809	434.500	318.500	95.572	33.850	1	3	2
33	0300-0403	1522.827	69.871	379	273.500	130.646	37.695	1	3	2
34	0409-0317	7575.113	120.537	274	461.500	53.606	86.773	3	5	2
35	0459-0342	1549.841	59.272	340	429.500	95.326	42.367	1	5	4
36	0357-0255	1753.952	68.268	250	324	100.981	35.462	3	10	7
37	0320-0290	3398.845	94.556	282	367	83.928	49.631	3	3	0
38	0324-0213	1957.062	66.771	210	357	81.384	42.859	2	4	2
39	0274-0183	2646.437	94.583	168	319	72.140	46.607	5	6	1
40	0393-0177	5047.740	130.500	173	328	94.837	57.015	0	2	2
41	0414-0223	4751.580	129.376	195	476	71.985	53.340	5	5	0
42	0248-0217	1609.874	70.048	216	283	88.363	33.349	3	7	4
43	0288-0230	292.159	26.933	228	301	74.932	18.174	0	2	2
44	0235-0260	3276.779	93.170	248	189	104.931	49.368	4	8	4
45	0178-0308	1873.017	94.920	295	225	82.126	28.008	0	1	1
46	0163-0274	3282.782	117.100	282	105	91.958	40.707	5	10	5
47	0128-0245	2107.144	90.013	246	172	75.192	45.532	2	4	2
48	0075-0246	1141.620	53.727	229	99	61.049	31.738	2	3	1
49	0159-0214	1483.806	74.351	210	124	107.216	34.091	1	4	3
50	0224-0167	3623.967	111.188	152	279	81.724	44.587	2	2	0
51	0149-0174	702.381	52.645	154	167	38.830	27.080	1	3	2
52	0101-0164	4599.497	107.407	157	155	85.192	58.016	1	3	2
53	0102-0208	525.285	38.481	208	83	98.973	23.156	0	0	0
54	0066-0282	1677.911	74.128	281	29	93.094	32.009	5	11	6
55	0289-0343	712.387	45.234	338	268	108.034	23.006	0	2	2
56	0335-0341	865.470	53.165	337	309	101.944	22.770	1	2	1
57	0366-0367	777.422	49.054	360	343	106.587	22.142	1	1	0
58	0465-0251	2231.211	75.260	252	503	85.426	43.012	2	6	4
59	0343-0079	6324.434	151.283	59	416	73.482	61.776	4	6	2
60	0442-0103	1629.885	72.026	97	407	99.593	36.010	0	3	3
61	0394-0135	1542.838	60.745	125	423	72.759	35.010	1	2	1
62	0383-0108	723.393	44.419	101	405	82.235	23.083	2	3	1
63	0321-0134	2667.448	78.660	129	360	82.694	43.413	3	4	1
64	0256-0123	1710.929	63.657	118	288	81.870	35.943	1	4	3
65	0201-0130	1090.592	53.381	126	175	102.995	28.008	1	1	0
66	0227-0099	1195.649	70.425	98	261.500	78.530	24.675	0	4	4
67	0279-0068	1974.072	86.793	44	317	62.549	34.641	1	4	3
68	0264-0026	955.519	51.698	23	239.500	102.288	23.710	2	4	2
69	0216-0059	3297.790	111.675	43	266.500	65.386	47.674	4	4	0
70	0174-0105	865.470	46.405	92.500	195	59.566	27.104	1	1	0
71	0131-0082	1454.790	70.368	79	166.500	84.289	27.281	1	3	2
72	0095-0113	3755.039	109.644	102	149.500	87.386	45.463	5	5	0
73	0068-0081	1128.613	68.666	69.500	100.500	69.981	23.051	1	1	0
74	0160-0045	3082.674	110.721	28	213.500	72.384	43.376	1	3	2
75	0434-0070	972.528	46.113	57	453.500	53.379	29.191	1	1	0
76	0463-0148	4126.240	86.354	114	503.500	64.622	70.693	2	5	3
