 	Label	Area	Feret	FeretX	FeretY	FeretAngle	MinFeret	Central Nuclei	Total Myonuclei	Perinuclei
35	0039-0266	1461.794	60.893	182	296	75.735	29.565	8	12	4
36	0040-0254	560.304	34.938	241	238	113.629	22.006	0	2	2
37	0041-0259	489.266	39.861	103	278	72.474	15.004	1	1	0
38	0042-0261	554.301	36.259	79	278	65.556	19.005	0	2	2
39	0043-0278	1813.985	64.864	217	309	72.962	36.010	5	7	2
40	0044-0278	1770.961	65.210	436	309	69.341	36.613	1	2	1
41	0045-0282	1296.704	57.955	363	309	68.749	32.009	1	2	1
42	0046-0298	1913.039	72.297	256	333	75.579	38.010	0	0	0
43	0047-0286	622.338	38.844	468	267	101.889	21.006	1	2	1
44	0048-0284	261.142	23.266	343	274	115.463	14.004	1	1	0
45	0049-0307	1601.870	58.710	79	334	66.930	36.692	1	1	0
46	0050-0324	2942.598	82.400	111	284	100.491	52.052	2	2	0
47	0051-0315	967.525	45.134	165	337	77.196	28.008	5	5	0
48	0052-0330	2755.496	80.979	305	367	64.385	50.661	0	1	1
49	0053-0312	642.349	33.251	195	297	111.161	27.007	1	4	3
50	0054-0313	670.364	34.838	481	324	39.174	26.007	1	1	0
51	0055-0323	1310.712	50.945	21	337	43.409	36.459	0	0	0
52	0056-0322	904.491	37.958	456	304	108.435	32.655	0	5	5
53	0057-0341	2427.318	71.804	373	375	71.313	47.689	0	0	0
54	0058-0335	1074.583	58.539	278	363	70.017	27.582	5	9	4
55	0059-0353	2738.487	85.533	426	311	100.784	46.763	0	0	0
56	0060-0334	1102.599	46.110	223	355	65.659	33.794	4	4	0
57	0061-0345	834.453	36.698	62	328	107.447	30.866	0	0	0
58	0062-0349	917.498	44.655	182	328	105.593	28.660	3	3	0
59	0063-0344	934.507	42.532	471	357	41.186	32.009	0	1	1
60	0064-0370	2746.491	72.470	150	336	116.211	53.666	0	1	1
61	0065-0355	621.337	39.368	243	373	62.784	22.749	0	1	1
62	0066-0356	635.345	37.212	17	342	143.746	26.539	1	1	0
63	0067-0385	2817.530	82.315	321	422	64.058	54.688	0	0	0
64	0068-0377	2096.138	64.655	85	349	124.919	49.248	2	2	0
65	0069-0386	2147.166	61.701	209	357	106.966	47.551	0	0	0
66	0070-0393	2069.123	71.720	401	429	81.983	40.554	0	2	2
67	0071-0371	261.142	21.639	264	362	123.690	17.005	1	1	0
68	0072-0376	489.266	28.025	281	383	34.824	24.755	0	0	0
69	0073-0395	2399.303	66.509	467	363	102.155	47.473	1	1	0
70	0074-0390	2011.092	61.417	33	373	142.943	49.007	0	0	0
71	0075-0408	2141.162	65.133	247	376	100.620	42.011	0	1	1
72	0076-0413	1497.813	67.138	350	444	65.344	36.244	0	2	2
73	0077-0420	1565.850	55.042	281	395	109.093	40.538	2	3	1
74	0078-0434	2255.224	88.709	429	396	119.745	43.131	2	2	0
75	0079-0422	1275.693	54.052	134	443	38.991	42.827	1	1	0
76	0080-0426	1298.705	48.283	86	437	39.958	38.959	1	1	0
77	0081-0434	1655.899	62.258	185	408	136.302	41.310	0	0	0
78	0082-0444	2181.184	63.176	33	415	113.318	49.174	0	2	2
79	0083-0446	890.483	52.493	152	468	59.036	26.519	1	3	2
80	0085-0442	918.499	37.600	364	450	28.610	33.991	0	3	3
81	0086-0463	1505.818	61.049	409	434	108.138	34.009	0	0	0
82	0088-0459	997.542	43.578	251	477	58.134	31.000	1	2	1
83	0089-0458	629.342	39.368	171	476	62.784	24.156	0	1	1
84	0090-0456	390.212	30.814	112	469	54.246	20.577	1	2	1
85	0091-0470	1095.595	45.893	117	472	163.540	40.011	3	5	2
86	0092-0485	1311.712	51.985	194	511	78.906	35.703	1	1	0
87	0093-0480	706.383	33.311	440	466	131.348	29.008	0	0	0
88	0094-0485	122.066	16.283	164	479	132.510	12.003	1	0	-1
89	0166-0057	2560.390	90.274	45	122	105.422	37.575	3	3	0
90	0109-0059	294.160	26.084	53	120	57.529	16.348	0	1	1
91	0249-0145	3979.160	99.022	136	298	81.870	54.229	2	2	0
92	0182-0184	2503.359	98.180	174	134	98.791	32.646	0	0	0
93	0167-0334	2518.367	95.629	317	213	74.219	43.384	0	0	0
94	0261-0405	2743.489	101.270	406	312	86.035	34.935	1	1	0
95	0175-0389	2514.365	84.551	373	134	100.911	47.244	2	2	0
96	0132-0410	1998.085	67.286	421	165	78.857	45.809	1	1	0
97	0107-0387	510.277	38.338	382	126	74.876	19.683	1	4	3
98	0081-0415	744.404	42.813	405	97	52.595	26.170	1	2	1
99	0132-0468	1409.765	55.558	456	159	76.464	32.993	1	2	1
100	0443-0330	922.501	41.773	325	463	73.301	31.322	0	7	7
