 	Label	Area	Feret	FeretX	FeretY	FeretAngle	MinFeret	Central Nuclei	Total Myonuclei	Perinuclei
1	0001-0060	3802.064	101.047	286	107	68.515	51.497	0	3	3
2	0002-0063	635.345	49.994	236	87	70.115	18.219	3	10	7
3	0003-0097	2485.349	83.838	359	137	72.646	41.045	2	2	0
4	0004-0079	580.315	38.637	452	97	68.749	20.335	0	1	1
5	0005-0096	2133.158	81.864	311	130	54.951	38.089	7	7	0
6	0006-0086	177.096	24.603	467	97	63.435	9.656	1	1	0
7	0007-0108	781.424	40.273	482	89	104.381	24.007	1	1	0
8	0008-0119	107.058	15.816	215	126	55.305	9.002	3	2	-1
9	0009-0137	369.200	31.915	312	145	32.196	17.397	1	4	3
10	0011-0174	1092.593	52.816	305	198	65.376	27.290	3	6	3
11	0012-0218	1025.557	61.344	449	246	65.943	25.498	2	5	3
12	0013-0221	897.487	45.904	225	244	78.690	26.007	1	2	1
13	0015-0218	175.095	17.209	393	212	125.538	13.004	0	1	1
14	0016-0270	4239.302	118.994	137	324	63.004	50.402	1	4	3
15	0017-0251	372.202	35.181	24	234	104.826	15.004	0	6	6
16	0019-0254	49.027	9.902	12	251	135.000	7.002	0	0	0
17	0020-0273	573.311	39.406	200	291	66.038	22.481	1	7	6
18	0021-0272	157.085	18.033	246	265	123.690	13.004	4	2	-2
19	0022-0312	288.156	31.773	219	326	61.821	12.858	0	1	1
20	0023-0310	93.051	14.217	339	316	50.711	9.002	1	1	0
21	0025-0339	1169.635	62.643	347	369	70.408	26.852	1	2	1
22	0026-0321	93.051	13.896	122	315	120.256	8.002	0	0	0
23	0027-0321	157.085	20.005	192	328	36.870	12.047	2	2	0
24	0028-0333	63.034	11.405	184	330	142.125	7.002	1	0	-1
25	0029-0336	49.027	9.902	235	333	135.000	7.002	1	1	0
26	0030-0349	184.100	23.776	128	360	67.751	10.003	3	2	-1
27	0031-0361	604.328	37.746	149	377	57.995	21.472	0	0	0
28	0032-0374	294.160	27.521	362	387	70.907	13.004	0	0	0
29	0033-0382	302.164	25.619	342	371	128.660	16.740	0	0	0
30	0034-0386	203.110	23.028	162	396	55.620	13.004	1	3	2
31	0035-0390	326.177	29.214	115	401	51.953	20.005	0	2	2
32	0036-0404	932.506	47.310	387	381	103.449	26.522	4	13	9
33	0037-0440	1961.065	107.941	332	491	69.382	26.769	2	4	2
34	0038-0400	79.043	12.810	136	395	128.660	8.002	1	0	-1
35	0039-0412	531.288	34.938	331	429	76.759	20.005	1	1	0
36	0167-0400	1830.994	82.630	394	208	83.047	31.008	0	1	1
37	0186-0377	451.245	29.841	378	172	103.570	23.821	2	10	8
38	0208-0340	639.347	35.365	343	226	81.870	24.988	2	3	1
39	0235-0362	1397.759	64.025	346	263	61.032	29.478	2	2	0
40	0255-0382	719.391	52.014	371	279	67.380	20.560	2	4	2
41	0165-0190	3121.695	98.439	169	212	64.737	43.785	0	0	0
42	0344-0389	1411.766	71.406	377	379	78.690	28.658	2	11	9
43	0382-0302	830.451	47.087	301	359	102.265	25.351	4	9	5
44	0375-0256	2262.228	70.624	248	341	105.611	46.504	1	1	0
45	0371-0211	1836.997	63.523	219	340	97.237	42.957	7	8	1
46	0306-0419	722.392	49.994	411	330	70.115	21.478	0	6	6
47	0298-0103	1408.765	59.109	89	325	66.038	32.009	1	2	1
48	0310-0074	1075.584	48.397	66	287	108.060	28.876	1	8	7
49	0254-0075	1774.964	65.478	61	279	55.582	43.839	1	1	0
50	0208-0131	2488.351	74.351	108	241	56.524	45.857	0	2	2
51	0144-0258	3609.960	98.789	240	192	74.134	44.839	0	1	1
52	0231-0276	2647.437	81.514	269	272	75.793	44.197	0	0	0
53	0445-0420	1079.586	50.650	415	470	80.910	30.008	2	2	0
54	0473-0396	727.395	63.806	389	505	80.981	18.005	1	2	1
55	0440-0378	995.540	42.202	363	458	58.570	32.268	3	4	1
56	0366-0427	2455.333	100.027	409	414	73.740	34.512	0	3	3
57	0289-0455	1789.972	73.266	455	326	85.301	32.736	0	1	1
58	0354-0465	1385.752	66.779	457	386	73.465	27.519	3	4	1
59	0423-0458	1341.728	63.908	450	453	72.699	26.254	7	11	4
60	0431-0248	974.529	48.716	237	408	109.179	31.868	8	14	6
61	0433-0281	2193.191	79.501	263	470	68.600	36.525	3	4	1
62	0137-0457	744.404	62.186	444	166	64.259	15.974	0	1	1
63	0189-0032	1271.690	67.761	25	223	81.511	26.007	1	1	0
64	0399-0063	1318.716	61.539	40	423	44.341	34.401	2	2	0
65	0461-0239	835.454	39.634	233	481	79.824	28.540	6	28	22
66	0448-0310	1276.693	63.657	306	480	81.870	28.715	1	3	2
67	0288-0346	535.291	42.213	329	301	36.327	20.516	1	1	0
68	0088-0412	727.395	52.493	400	111	59.036	20.109	1	1	0
69	0097-0177	831.451	45.554	175	120	81.158	23.006	0	2	2
