 	Label	Area	Feret	FeretX	FeretY	FeretAngle	MinFeret	Central Nuclei	Total Myonuclei	Perinuclei
1	0001-0036	2187.187	71.188	330	3	109.708	45.012	0	1	1
2	0002-0021	199.108	22.478	395	32	69.146	12.003	0	0	0
3	0003-0045	2038.106	71.574	256	13	116.565	35.010	2	2	0
4	0004-0040	788.428	41.242	455	60	75.964	30.008	0	0	0
5	0005-0061	1991.081	62.659	164	31	106.699	43.668	1	1	0
6	0007-0062	1122.609	50.610	295	38	108.435	27.007	0	0	0
7	0008-0070	2298.248	65.409	123	40	113.429	46.629	2	2	0
8	0009-0078	1122.609	53.680	423	54	116.565	32.009	0	0	0
9	0010-0098	1693.920	58.480	327	70	102.848	39.011	1	1	0
10	0011-0082	259.141	24.603	352	93	63.435	14.004	0	0	0
11	0012-0106	1669.907	63.806	237	137	76.399	34.738	1	1	0
12	0013-0090	504.274	38.299	36	103	40.764	20.068	0	0	0
13	0014-0117	2651.439	76.080	266	84	114.880	47.854	2	4	2
14	0015-0104	1155.627	47.437	195	82	114.944	33.009	1	2	1
15	0017-0112	1004.545	52.967	363	138	79.114	24.914	1	1	0
16	0018-0103	549.298	35.010	158	88	126.870	23.709	1	1	0
17	0019-0126	1271.690	57.400	92	108	138.532	31.139	2	2	0
18	0020-0129	1120.608	54.933	131	106	123.111	26.393	0	0	0
19	0021-0139	2809.525	86.337	383	106	133.122	50.131	2	6	4
20	0022-0117	170.092	19.422	40	109	124.509	13.004	0	1	1
21	0023-0138	1109.602	57.817	75	113	120.114	27.287	1	1	0
22	0024-0151	1916.040	66.749	169	121	109.250	41.392	2	2	0
23	0025-0140	707.384	42.732	57	120	110.556	22.006	1	1	0
24	0026-0148	1128.613	53.773	309	175	80.362	27.875	0	0	0
25	0027-0133	130.071	16.129	203	136	29.745	10.003	0	0	0
26	0028-0154	1774.964	58.914	338	130	130.179	47.013	0	0	0
27	0029-0141	321.174	29.690	20	133	147.381	16.292	0	0	0
28	0030-0152	860.467	44.666	221	133	124.046	26.840	1	1	0
29	0031-0153	712.387	41.412	254	136	127.147	23.282	1	1	0
