 	Label	Area	Feret	FeretX	FeretY	FeretAngle	MinFeret	Perinuclei
1	0001-0007	100673.899	533.440	750	3	147.265	277.363	NaN
2	0002-0041	1609755.095	2610.163	659	78	65.323	1216.495	NaN
3	0003-0011	136628.863	521.757	2580	6	137.490	384.615	NaN
4	0004-0083	12637656.147	5180.919	1550	9	113.711	3711.538	NaN
5	0005-0023	362631.492	1071.204	743	12	141.072	524.476	NaN
6	0006-0041	1262532.873	1984.334	2274	66	58.878	1005.210	NaN
7	0007-0021	103755.753	455.534	2476	27	50.711	320.513	NaN
8	0008-0089	21692143.327	7939.666	803	18	158.199	4430.290	NaN
9	0009-0021	50336.949	317.292	2515	18	135.000	224.359	NaN
10	0010-0027	313321.828	907.114	2341	19	147.995	499.569	NaN
11	0011-0023	57527.942	340.710	2562	20	138.814	224.359	NaN
12	0012-0072	3758834.648	3398.796	710	23	110.999	1856.903	NaN
13	0013-0032	180802.104	590.996	1949	39	40.601	416.667	NaN
14	0014-0034	57527.942	340.710	2506	30	131.186	224.359	NaN
15	0015-0040	271203.156	903.141	1906	31	152.526	554.725	NaN
16	0016-0037	93482.906	462.250	2398	43	56.310	256.410	NaN
17	0017-0037	57527.942	340.710	2309	33	131.186	224.359	NaN
18	0018-0108	10794707.429	4780.908	1227	38	113.299	3421.685	NaN
19	0019-0043	82182.774	407.946	2380	48	45.000	288.462	NaN
20	0020-0081	2973989.152	2769.424	1948	42	113.895	1533.713	NaN
21	0021-0066	695471.729	1553.413	572	89	68.199	934.488	NaN
22	0022-0111	9021614.070	4553.764	1104	177	67.225	2844.522	NaN
23	0023-0074	1668310.322	2078.397	2612	104	63.435	1285.554	NaN
24	0024-0058	282503.287	831.482	2341	47	117.553	480.769	NaN
25	0025-0053	101701.183	462.250	2514	47	123.690	288.462	NaN
26	0026-0056	166420.118	588.383	2411	64	60.642	352.564	NaN
27	0027-0056	102728.468	462.250	648	62	56.310	288.462	NaN
28	0028-0062	202375.082	615.685	2458	67	38.660	448.718	NaN
29	0029-0061	64718.935	362.619	2382	57	135.000	256.410	NaN
30	0030-0069	258875.740	780.500	2528	58	109.179	448.718	NaN
31	0031-0065	111974.030	480.769	2358	61	143.130	320.513	NaN
32	0032-0067	90401.052	410.457	2565	62	128.660	288.462	NaN
33	0033-0141	7658407.298	5138.711	616	63	103.343	2183.206	NaN
34	0034-0124	5072731.755	3848.423	687	184	82.342	1978.968	NaN
35	0035-0085	419132.150	1088.329	2454	69	103.627	576.923	NaN
36	0036-0127	6250000.000	3588.026	2410	72	108.759	2710.603	NaN
37	0037-0124	4264258.711	3773.077	2207	176	61.040	1937.895	NaN
38	0038-0080	155119.987	545.814	2488	85	40.236	416.667	NaN
39	0039-0081	146901.709	588.383	1032	75	150.642	384.615	NaN
40	0040-0089	307158.120	871.889	2555	76	107.103	576.923	NaN
41	0041-0088	456114.398	929.487	2332	100	43.603	737.179	NaN
42	0042-0088	233193.623	865.978	2361	77	128.991	505.914	NaN
43	0043-0087	57527.942	340.710	2282	83	131.186	224.359	NaN
44	0044-0153	10241000.986	5714.124	1281	96	136.818	2840.380	NaN
45	0045-0154	5458990.796	4309.318	1057	87	94.693	2465.965	NaN
46	0046-0112	1051939.513	1777.619	2293	87	115.641	943.107	NaN
47	0047-0129	3152736.686	2681.794	2005	90	114.727	1837.450	NaN
48	0048-0095	64718.935	365.441	2538	92	142.125	224.359	NaN
49	0049-0099	215729.783	702.939	2569	107	43.152	465.147	NaN
50	0050-0137	3433185.404	3243.995	540	182	60.396	2080.526	NaN
51	0051-0101	192102.235	705.856	2518	110	50.528	448.718	NaN
52	0052-0166	8976413.544	4359.446	783	100	107.103	3042.220	NaN
53	0053-0105	63691.650	362.619	2500	109	45.000	256.410	NaN
54	0054-0107	63691.650	362.619	2590	103	135.000	256.410	NaN
55	0055-0109	57527.942	340.710	2560	106	138.814	224.359	NaN
56	0056-0175	7870027.942	4777.362	1413	108	114.158	2436.744	NaN
57	0057-0113	95537.475	506.775	2529	120	55.305	283.794	NaN
58	0058-0112	63691.650	362.619	2355	116	45.000	256.410	NaN
59	0059-0118	57527.942	340.710	1833	115	138.814	224.359	NaN
60	0060-0119	50336.949	317.292	1448	116	135.000	224.359	NaN
61	0061-0140	1047830.375	1520.326	2275	163	71.565	1069.951	NaN
62	0062-0123	64718.935	362.619	2204	127	45.000	256.410	NaN
63	0063-0131	50336.949	317.292	1654	128	135.000	224.359	NaN
64	0064-0172	3407503.287	2932.123	1664	128	105.859	1829.032	NaN
65	0065-0137	86291.913	445.271	2520	131	120.256	224.359	NaN
66	0066-0169	2531229.454	2566.105	2061	133	117.525	1455.818	NaN
67	0067-0147	690335.306	1360.576	2474	133	136.909	788.357	NaN
68	0068-0236	14276175.214	6725.120	1499	142	118.153	3231.082	NaN
69	0069-0186	3316074.951	3125.452	1972	139	103.039	1538.462	NaN
70	0070-0176	1094058.185	2242.674	2309	207	59.036	889.747	NaN
71	0071-0202	7224893.162	3944.392	848	146	114.482	2841.743	NaN
72	0072-0152	50336.949	317.292	2616	149	135.000	224.359	NaN
73	0073-0176	830046.022	1632.100	2253	152	109.502	720.705	NaN
74	0074-0168	265039.448	961.538	496	181	53.130	456.244	NaN
75	0075-0161	79100.920	410.457	518	156	128.660	256.410	NaN
76	0076-0166	275312.295	796.137	2550	174	40.101	490.290	NaN
77	0077-0162	64718.935	362.619	2637	166	45.000	256.410	NaN
78	0078-0210	2502465.483	3205.769	593	161	101.535	1117.594	NaN
79	0079-0179	601988.823	1391.557	2601	196	51.546	807.510	NaN
80	0080-0232	10561513.807	5454.559	1159	163	130.711	2654.075	NaN
81	0081-0169	50336.949	317.292	2496	166	135.000	224.359	NaN
82	0082-0175	137656.147	551.431	2306	182	54.462	352.564	NaN
83	0083-0250	16048241.289	5953.003	913	330	58.878	4129.695	NaN
84	0084-0174	162310.980	602.189	2524	178	25.201	352.564	NaN
85	0085-0238	8081648.586	5517.756	1572	172	131.468	2194.771	NaN
86	0086-0194	1409434.583	1892.112	2157	185	153.869	1159.780	NaN
87	0087-0183	426323.143	946.463	505	191	28.301	679.910	NaN
88	0088-0180	115055.884	525.680	2575	174	127.569	318.717	NaN
89	0089-0178	50336.949	317.292	722	175	135.000	224.359	NaN
90	0090-0180	116083.169	506.775	2281	185	34.695	288.462	NaN
91	0091-0180	64718.935	362.619	2502	184	45.000	256.410	NaN
92	0092-0180	57527.942	340.710	2489	177	138.814	224.359	NaN
93	0093-0180	50336.949	317.292	2595	177	135.000	224.359	NaN
94	0094-0183	64718.935	365.441	2421	179	127.875	224.359	NaN
95	0095-0186	107864.892	476.477	2641	181	132.274	320.513	NaN
96	0096-0189	109919.461	480.769	2558	183	126.870	320.513	NaN
97	0097-0199	668762.327	1147.597	2217	187	144.090	891.924	NaN
98	0098-0222	2726413.544	2643.988	2010	258	59.394	1760.479	NaN
99	0099-0241	8086785.010	4910.859	1247	197	144.028	2479.991	NaN
100	0100-0207	439677.844	1204.378	2442	224	64.799	592.352	NaN
101	0101-0227	1596400.394	2428.506	554	193	112.504	988.775	NaN
102	0102-0207	463305.391	962.073	2468	194	119.982	705.128	NaN
103	0103-0200	94510.191	455.534	2583	195	129.289	288.462	NaN
104	0104-0200	57527.942	340.710	2487	197	138.814	224.359	NaN
105	0105-0254	2449046.680	3671.236	521	198	102.095	1346.593	NaN
106	0106-0201	50336.949	317.292	2634	198	135.000	224.359	NaN
107	0107-0280	13269436.226	6297.078	2075	237	157.874	4808.200	NaN
108	0108-0272	9832141.683	4687.493	699	201	103.846	3242.020	NaN
109	0109-0222	1110494.740	1571.820	2272	205	129.207	1193.992	NaN
110	0110-0206	50336.949	317.292	1884	203	135.000	224.359	NaN
111	0111-0210	105810.322	455.534	2567	214	39.289	320.513	NaN
112	0112-0284	14237138.396	6380.138	1712	211	131.538	3297.877	NaN
113	0113-0278	10284146.943	4688.917	1109	208	105.461	3114.549	NaN
114	0114-0213	123274.162	476.477	2514	207	132.274	352.564	NaN
115	0115-0213	94510.191	435.945	2354	208	126.027	288.462	NaN
116	0116-0215	98619.329	462.250	2630	209	123.690	256.410	NaN
117	0117-0235	1286160.421	1885.313	2145	210	125.311	1030.975	NaN
118	0118-0216	50336.949	317.292	2454	213	135.000	224.359	NaN
119	0119-0266	4121466.141	3512.505	2380	217	115.396	2274.549	NaN
120	0120-0221	63691.650	362.619	2316	217	135.000	256.410	NaN
121	0121-0224	113001.315	489.242	2187	218	121.608	288.462	NaN
122	0122-0277	2706895.135	3761.078	491	336	85.601	1574.085	NaN
123	0123-0224	64718.935	365.441	2600	220	127.875	224.359	NaN
124	0124-0241	445841.552	1155.625	2302	256	56.310	627.778	NaN
125	0125-0229	50336.949	317.292	2464	226	135.000	224.359	NaN
126	0126-0249	600961.538	1655.845	2445	230	132.647	590.983	NaN
127	0127-0236	79100.920	391.236	2495	232	145.008	256.410	NaN
128	0128-0291	8289160.092	5032.153	1383	241	142.765	2501.626	NaN
129	0129-0245	80128.205	407.946	2194	250	45.000	288.462	NaN
130	0130-0270	1513190.335	1796.302	2346	297	74.476	1498.371	NaN
131	0131-0249	73964.497	385.949	2557	245	138.366	256.410	NaN
132	0132-0308	12049022.025	5040.618	771	247	141.454	3694.908	NaN
133	0133-0253	110946.746	506.775	2575	260	55.305	288.462	NaN
134	0134-0251	50336.949	317.292	2626	248	135.000	224.359	NaN
135	0135-0254	50336.949	317.292	2497	251	135.000	224.359	NaN
136	0136-0255	57527.942	340.710	2603	251	131.186	224.359	NaN
137	0137-0312	5668556.870	3879.794	622	371	77.112	2050.323	NaN
138	0138-0258	109919.461	476.477	2508	263	42.274	320.513	NaN
139	0139-0263	210593.360	705.856	1981	270	39.472	448.718	NaN
140	0140-0261	70882.643	385.949	2626	266	48.366	256.410	NaN
141	0141-0293	2590811.966	2282.627	2276	267	128.157	1608.986	NaN
142	0142-0266	77046.351	407.946	2071	271	45.000	288.462	NaN
143	0143-0265	50336.949	317.292	2175	262	135.000	224.359	NaN
144	0144-0267	95537.475	431.206	2570	271	41.987	320.513	NaN
145	0145-0272	314349.112	994.107	2486	269	159.228	465.147	NaN
146	0146-0291	1073512.492	1942.477	1612	266	127.626	1016.163	NaN
147	0147-0272	50336.949	317.292	348	269	135.000	224.359	NaN
148	0148-0273	82182.774	435.945	574	269	143.973	256.410	NaN
149	0149-0278	208538.790	796.137	2456	269	130.101	453.361	NaN
150	0150-0273	50336.949	317.292	1168	270	135.000	224.359	NaN
151	0151-0276	70882.643	385.949	2425	272	138.366	256.410	NaN
152	0152-0279	163338.264	615.685	2436	273	141.340	416.667	NaN
153	0153-0286	227029.915	759.825	376	279	152.354	480.769	NaN
154	0154-0284	50336.949	317.292	586	281	135.000	224.359	NaN
155	0155-0287	77046.351	410.457	555	292	51.340	256.410	NaN
156	0156-0287	50336.949	317.292	2583	284	135.000	224.359	NaN
157	0157-0310	1166995.398	1655.845	2602	335	75.426	993.590	NaN
158	0158-0345	5844222.551	4162.350	342	290	119.526	2486.545	NaN
159	0159-0325	2759286.654	2532.863	1700	293	128.320	1490.453	NaN
160	0160-0297	63691.650	362.619	2477	293	135.000	256.410	NaN
161	0161-0367	20433719.592	7202.630	2216	386	4.594	4420.703	NaN
162	0162-0304	113001.315	500.657	2430	310	50.194	320.513	NaN
163	0163-0303	63691.650	362.619	2544	307	45.000	256.410	NaN
164	0164-0316	702662.722	1432.301	1290	303	139.538	827.400	NaN
165	0165-0331	2143943.130	2330.726	1022	320	148.496	1325.376	NaN
166	0166-0339	2745931.953	2708.476	1221	313	140.281	1512.783	NaN
167	0167-0371	8720619.658	4675.973	1345	312	123.254	2748.624	NaN
168	0168-0361	4038256.082	3168.055	579	313	101.083	1795.696	NaN
169	0169-0316	57527.942	340.710	2559	313	138.814	224.359	NaN
170	0170-0322	80128.205	385.949	2518	327	41.634	288.462	NaN
171	0171-0363	3305802.104	3072.245	2024	319	113.356	1593.137	NaN
172	0172-0327	85264.629	435.945	320	331	36.027	256.410	NaN
173	0173-0397	8844921.105	6232.553	1191	325	134.792	2246.125	NaN
174	0174-0348	825936.884	1677.112	2567	325	116.075	904.379	NaN
175	0175-0417	16622493.425	6828.954	1928	328	122.347	3338.367	NaN
176	0176-0367	3773216.634	2786.066	669	327	113.025	2037.232	NaN
177	0177-0405	12504109.139	5197.548	2466	329	113.245	3286.085	NaN
178	0178-0401	6441074.951	6192.205	214	472	47.307	2360.140	NaN
179	0179-0336	64718.935	365.441	321	333	142.125	224.359	NaN
180	0180-0397	7846400.394	4420.057	915	351	129.114	3083.533	NaN
181	0181-0361	2314472.387	2290.041	1582	354	173.571	1601.274	NaN
