 	Label	Area	Feret	FeretX	FeretY	FeretAngle	MinFeret	Central Nuclei	Total Myonuclei	Perinuclei
52	0139-0083	558.303	41.659	83.500	118	94.821	16.391	0	4	4
53	0178-0080	363.197	35.608	70.500	193.500	60.555	15.712	1	5	4
54	0193-0088	277.150	33.780	79.500	208.500	64.573	12.103	10	5	-5
55	0208-0102	396.215	27.026	91.500	218.500	38.991	21.327	1	3	2
56	0172-0116	963.523	56.571	113	200.500	87.466	22.252	1	6	5
57	0102-0142	2520.368	76.062	125.500	139.500	76.695	42.906	6	10	4
58	0029-0111	471.256	34.640	108.500	12.500	107.650	19.868	1	5	4
59	0041-0136	998.542	45.201	125.500	62	65.136	32.819	5	33	28
60	0044-0164	449.244	40.671	158.500	25	106.429	13.586	0	2	2
61	0125-0030	2572.397	94.947	15	170.500	73.474	34.617	0	0	0
62	0305-0054	1129.613	69.627	47	338.500	75.864	26.969	1	9	8
63	0278-0046	396.215	36.902	37.500	294	57.171	15.704	1	5	4
64	0239-0075	459.249	40.981	67	258	66.251	16.031	0	2	2
65	0322-0101	755.410	47.005	93.500	344	69.444	22.127	4	14	10
66	0333-0118	550.299	35.598	113.500	350	65.956	20.126	0	11	11
67	0317-0160	2962.608	86.949	136.500	356	66.975	49.151	0	1	1
68	0275-0140	3094.680	85.126	133.500	317	73.269	46.690	0	2	2
69	0274-0095	2854.550	98.642	73.500	320	67.335	43.494	0	0	0
70	0354-0066	1508.819	61.898	56.500	383.500	74.055	35.299	1	1	0
71	0387-0075	456.248	34.024	69	402	65.695	18.612	0	3	3
72	0368-0098	725.394	49.435	94	393	78.917	20.433	1	15	14
73	0374-0119	1015.551	59.164	112.500	403	72.790	23.908	1	6	5
74	0355-0213	948.515	50.975	204	380	74.055	25.887	9	29	20
75	0303-0211	2091.135	69.751	197.500	337	75.466	41.950	6	14	8
76	0267-0187	375.204	27.981	176.500	254	114.274	22.553	0	2	2
77	0426-0047	1924.045	74.576	43.500	462.500	80.348	36.960	2	6	4
78	0395-0029	788.428	48.141	22.500	418	66.098	24.683	2	2	0
79	0348-0031	873.474	50.930	21	372.500	72.277	24.341	0	1	1
80	0425-0106	452.246	36.290	96	442.500	60.255	15.603	0	0	0
81	0391-0143	1681.913	68.524	125.500	419.500	56.310	33.253	0	2	2
82	0332-0258	1040.565	57.046	248.500	307.500	117.688	29.379	8	29	21
83	0381-0250	2758.498	74.909	238.500	344.500	98.833	50.061	0	5	5
84	0443-0231	771.419	51.908	217	466.500	64.916	17.979	5	25	20
85	0439-0257	1316.715	59.111	240.500	464.500	57.789	28.395	2	9	7
86	0447-0279	359.195	31.012	268	460	52.206	18.805	1	4	3
87	0385-0332	3921.129	128.458	321	323	104.199	45.480	0	1	1
88	0352-0355	2209.199	98.708	336	305.500	109.537	32.461	6	37	31
89	0303-0360	1497.813	53.822	342	282.500	123.247	39.149	26	36	10
90	0260-0353	667.362	36.630	338	248.500	145.008	26.991	10	15	5
91	0217-0349	2453.332	75.322	332	186.500	123.901	43.550	16	26	10
92	0173-0321	442.240	35.117	312	156.500	100.670	19.410	2	14	12
93	0152-0289	1393.757	65.581	273.500	121.500	118.715	31.447	6	11	5
94	0149-0346	2278.237	67.327	320	128	131.386	43.181	1	1	0
95	0194-0387	1347.732	59.018	377.500	166.500	106.746	27.994	14	26	12
96	0128-0421	3764.044	97.610	414.500	83.500	111.965	55.416	0	1	1
97	0095-0453	802.436	54.248	447.500	69	108.268	20.560	16	42	26
98	0068-0386	3154.713	92.189	381.500	22	93.421	50.386	28	37	9
99	0042-0355	49.027	9.711	351.500	45	34.509	8.002	2	1	-1
100	0426-0383	1290.701	59.314	376	398	107.671	27.793	7	14	7
101	0454-0414	309.168	24.012	408	463.500	54.324	18.170	0	5	5
102	0429-0410	620.337	44.747	399	448.500	62.003	23.766	7	13	6
103	0426-0435	395.215	35.202	427	443	67.443	16.762	0	0	0
104	0471-0440	1464.795	57.210	430.500	500	67.920	34.574	1	6	5
105	0371-0416	3820.074	87.845	394.500	409.500	58.029	60.046	1	3	2
106	0174-0145	3797.061	112.072	125	224	64.350	46.570	0	1	1
