 	Label	Area	Feret	FeretX	FeretY	FeretAngle	MinFeret	Perinuclei
1	0001-0005	63691.650	362.619	1444	1	135.000	256.410	NaN
2	0002-0084	10917981.591	5568.167	1417	4	113.762	3019.061	NaN
3	0003-0018	502342.209	1272.400	746	5	139.086	658.866	NaN
4	0004-0011	116083.169	521.757	1499	5	132.510	352.564	NaN
5	0005-0052	9449991.782	5522.688	2393	28	155.666	2179.984	NaN
6	0006-0099	9955415.845	6507.594	1635	8	116.313	2334.314	NaN
7	0007-0015	116083.169	525.680	1989	9	127.569	320.513	NaN
8	0008-0016	134574.293	590.996	1866	22	40.601	353.517	NaN
9	0009-0014	64718.935	365.441	1118	11	142.125	224.359	NaN
10	0010-0087	16698512.492	7843.925	123	91	166.532	4585.927	NaN
11	0011-0018	57527.942	340.710	816	14	131.186	224.359	NaN
12	0012-0034	845455.293	1905.906	1702	14	137.726	884.697	NaN
13	0013-0079	7028681.788	4676.523	1489	18	124.670	2529.504	NaN
14	0014-0055	1749465.812	2755.106	1908	18	119.249	974.696	NaN
15	0015-0045	1871712.689	1964.563	1854	42	151.763	1624.719	NaN
16	0016-0086	6840688.692	4611.933	1118	26	120.486	2049.729	NaN
17	0017-0027	50336.949	317.292	257	24	135.000	224.359	NaN
18	0018-0078	7199211.045	3922.454	2584	31	133.345	2861.056	NaN
19	0019-0060	1076594.346	2192.645	1592	27	105.255	989.257	NaN
20	0020-0056	1868630.835	2518.219	1777	27	132.421	1353.956	NaN
21	0021-0041	442759.698	907.680	1375	53	47.862	768.666	NaN
22	0022-0077	4006410.256	3971.385	1948	32	132.056	1690.613	NaN
23	0023-0059	1127958.580	1907.253	775	32	114.842	1053.464	NaN
24	0024-0051	746835.963	1342.333	1749	34	123.311	893.028	NaN
25	0025-0044	50336.949	317.292	892	41	135.000	224.359	NaN
26	0026-0048	71909.928	391.236	308	45	145.008	224.359	NaN
27	0027-0053	80128.205	391.236	921	48	124.992	256.410	NaN
28	0028-0053	81155.490	410.457	1023	48	128.660	256.410	NaN
29	0029-0139	9929733.728	6364.339	1704	51	116.952	2648.272	NaN
30	0030-0113	6856097.962	3984.814	1304	59	116.771	2717.997	NaN
31	0031-0078	1263560.158	1477.491	2351	61	130.601	1282.051	NaN
32	0032-0109	8252177.844	5766.114	2399	62	148.872	1967.702	NaN
33	0033-0164	25642052.926	10514.872	2258	89	155.701	5395.164	NaN
34	0034-0067	57527.942	340.710	75	64	138.814	224.359	NaN
35	0035-0068	71909.928	365.441	348	64	127.875	256.410	NaN
36	0036-0094	2442882.972	3022.523	2035	65	145.804	1494.869	NaN
37	0037-0125	3600632.807	3711.588	1064	80	126.573	1344.032	NaN
38	0038-0081	116083.169	525.680	57	75	127.569	320.513	NaN
39	0039-0160	12785585.141	7531.028	1844	81	137.415	2674.314	NaN
40	0040-0095	50336.949	317.292	1274	92	135.000	224.359	NaN
41	0041-0104	400641.026	1001.314	2372	116	50.194	721.683	NaN
42	0042-0136	2133670.283	3096.393	1583	93	115.769	1189.703	NaN
43	0043-0101	123274.162	551.431	931	96	144.462	320.513	NaN
44	0044-0144	2432610.125	3275.039	1044	96	110.031	1220.740	NaN
45	0045-0118	1009820.842	1824.954	1958	102	149.381	828.250	NaN
46	0046-0105	50336.949	317.292	88	102	135.000	224.359	NaN
47	0047-0111	315376.397	846.178	686	102	142.696	608.974	NaN
48	0048-0109	50336.949	317.292	74	106	135.000	224.359	NaN
49	0049-0109	50336.949	317.292	922	106	135.000	224.359	NaN
50	0050-0111	50336.949	317.292	1827	108	135.000	224.359	NaN
51	0051-0126	606097.962	1066.879	1264	113	122.735	892.580	NaN
52	0052-0124	510560.487	1146.702	2219	136	26.565	716.388	NaN
53	0053-0118	57527.942	340.710	1299	114	131.186	224.359	NaN
54	0054-0177	13807733.399	6543.801	2041	125	147.400	3688.217	NaN
55	0055-0142	618425.378	1581.269	72	119	107.700	620.315	NaN
56	0056-0178	8855193.951	4217.759	623	192	168.605	3814.103	NaN
57	0057-0129	510560.487	1237.196	1215	123	163.443	581.727	NaN
58	0058-0191	9363699.869	5426.046	1827	119	128.766	2782.841	NaN
59	0059-0139	511587.771	1280.849	994	157	58.299	699.757	NaN
60	0060-0127	50336.949	317.292	755	124	135.000	224.359	NaN
61	0061-0173	3594469.099	3263.885	1389	125	107.723	1875.977	NaN
62	0062-0168	2679158.448	2979.563	895	207	58.191	1345.101	NaN
63	0063-0187	5118959.566	3958.041	2248	128	105.499	2161.561	NaN
64	0064-0149	551651.874	1224.678	2005	139	132.879	699.350	NaN
65	0065-0142	160256.410	590.996	113	135	130.601	416.667	NaN
66	0066-0140	86291.913	435.945	383	146	53.973	256.410	NaN
67	0067-0146	285585.141	974.802	873	157	46.332	518.452	NaN
68	0068-0144	151010.848	544.872	1207	142	151.928	352.564	NaN
69	0069-0151	336949.375	838.862	1283	162	43.452	732.068	NaN
70	0070-0220	11118302.104	5661.748	1508	145	120.630	2850.594	NaN
71	0071-0237	13980317.226	6810.049	963	143	117.771	3357.560	NaN
72	0072-0164	507478.632	1315.665	1247	147	124.077	657.247	NaN
73	0073-0220	11147066.075	5117.878	781	148	115.602	4031.763	NaN
74	0074-0163	467414.530	924.500	999	166	33.690	823.790	NaN
75	0075-0178	1798775.477	1847.055	1144	158	128.660	1602.564	NaN
76	0076-0159	50336.949	317.292	634	156	135.000	224.359	NaN
77	0077-0162	110946.746	480.769	162	157	143.130	320.513	NaN
78	0078-0192	2345290.927	2139.528	115	159	98.616	1607.285	NaN
79	0079-0162	50336.949	317.292	1224	159	135.000	224.359	NaN
80	0080-0221	5568910.256	3793.578	1309	164	103.684	2313.574	NaN
81	0081-0225	8532626.561	5165.032	124	267	33.098	2979.563	NaN
82	0082-0244	11887738.330	6645.136	1649	168	132.850	3045.404	NaN
83	0083-0244	10374547.995	5161.849	1214	169	110.348	2894.753	NaN
84	0084-0211	3464003.945	2753.614	1446	180	129.806	2008.036	NaN
85	0085-0182	101701.183	480.769	1013	178	143.130	288.462	NaN
86	0086-0254	10800871.137	5778.127	2037	178	123.690	3056.407	NaN
87	0087-0185	50336.949	317.292	144	182	135.000	224.359	NaN
88	0088-0213	740672.255	1511.856	1101	234	57.995	915.197	NaN
89	0089-0198	87319.198	417.898	1093	193	122.471	256.410	NaN
90	0090-0198	64718.935	362.619	263	202	45.000	256.410	NaN
91	0091-0197	50336.949	317.292	1039	194	135.000	224.359	NaN
92	0092-0202	116083.169	516.811	606	207	29.745	288.462	NaN
93	0093-0251	5053213.346	3730.362	516	209	130.121	3244.724	NaN
94	0094-0217	561924.721	1165.363	254	202	121.504	865.385	NaN
95	0095-0222	711908.284	1557.705	55	242	53.366	916.667	NaN
96	0096-0207	50336.949	317.292	301	204	135.000	224.359	NaN
97	0097-0241	1801857.331	2819.966	1612	204	121.522	1000.518	NaN
98	0098-0290	12409598.948	5565.122	1142	206	114.499	3285.674	NaN
99	0099-0245	2734631.821	3103.683	1040	206	125.331	1290.039	NaN
100	0100-0327	17289201.183	7781.666	1370	208	104.551	3324.864	NaN
101	0101-0218	57527.942	340.710	596	215	138.814	224.359	NaN
102	0102-0265	7159146.943	4035.153	2566	228	149.973	2560.824	NaN
103	0103-0270	4131738.988	3429.637	894	322	74.275	1950.578	NaN
104	0104-0224	50336.949	317.292	740	221	135.000	224.359	NaN
105	0105-0364	34992398.093	9999.281	2387	505	61.052	5484.407	NaN
106	0106-0229	113001.315	521.757	1764	224	137.490	339.955	NaN
107	0107-0231	57527.942	340.710	1288	227	131.186	224.359	NaN
108	0108-0244	1079676.200	2093.172	51	259	25.388	917.619	NaN
109	0109-0237	50336.949	317.292	294	234	135.000	224.359	NaN
110	0110-0243	172583.826	645.020	1108	252	63.435	382.409	NaN
111	0111-0246	375986.193	796.137	247	237	130.101	641.026	NaN
112	0112-0241	50336.949	317.292	696	238	135.000	224.359	NaN
113	0113-0288	7763190.335	5209.393	1787	239	146.799	2541.913	NaN
114	0114-0272	1792611.769	2378.283	1443	243	127.333	1415.250	NaN
115	0115-0251	132519.724	533.440	10	256	32.735	320.513	NaN
116	0116-0308	10449539.776	6019.244	2170	253	149.612	3073.500	NaN
117	0117-0263	379068.047	934.447	103	277	67.834	576.923	NaN
118	0118-0256	103755.753	455.534	270	251	140.711	320.513	NaN
119	0119-0256	71909.928	391.236	501	253	145.008	224.359	NaN
120	0120-0272	594797.830	1419.695	512	253	118.301	711.462	NaN
121	0121-0320	14019354.043	7325.454	1918	276	154.332	3201.054	NaN
122	0122-0280	2819896.450	2524.738	705	262	151.157	1698.718	NaN
123	0123-0339	14773380.999	6391.800	1450	305	146.868	4704.265	NaN
124	0124-0283	1702210.717	2205.724	2302	256	125.538	1334.948	NaN
125	0125-0261	50336.949	317.292	91	258	135.000	224.359	NaN
126	0126-0294	3743425.378	2892.617	615	276	158.552	2169.844	NaN
127	0127-0263	64718.935	365.441	82	259	127.875	224.359	NaN
128	0128-0266	50336.949	317.292	660	263	135.000	224.359	NaN
129	0129-0266	50336.949	317.292	1934	263	135.000	224.359	NaN
130	0130-0334	11278558.514	4773.167	155	379	40.643	3727.461	NaN
131	0131-0314	1926158.777	2150.065	471	347	79.695	1685.866	NaN
132	0132-0334	7623479.619	4553.087	783	282	144.744	2809.155	NaN
133	0133-0328	4186185.076	3177.121	55	313	149.036	2644.414	NaN
134	0134-0340	6791379.027	3903.683	1618	289	122.255	2503.507	NaN
135	0135-0293	50336.949	317.292	69	290	135.000	224.359	NaN
136	0136-0295	64718.935	362.619	1352	299	45.000	256.410	NaN
137	0137-0339	3118836.292	3040.652	1099	294	108.435	1592.214	NaN
138	0138-0312	531106.180	1135.900	508	295	106.390	791.724	NaN
139	0139-0307	208538.790	681.420	77	315	48.814	448.718	NaN
140	0140-0345	3254437.870	2910.320	1314	302	106.639	1798.221	NaN
141	0141-0328	1160831.690	1682.005	551	315	149.036	1282.051	NaN
142	0142-0317	155119.987	705.856	589	309	129.472	385.984	NaN
143	0143-0314	94510.191	435.945	2351	309	126.027	288.462	NaN
144	0144-0345	2361727.482	2322.778	924	378	62.021	1571.726	NaN
145	0145-0386	9056541.749	5656.302	658	456	51.442	3138.010	NaN
146	0146-0393	14122082.512	7609.058	2131	342	150.195	3027.613	NaN
147	0147-0341	1115631.164	1451.184	676	354	43.210	1189.165	NaN
148	0148-0329	139710.717	543.928	2232	335	45.000	384.615	NaN
149	0149-0403	13376273.833	5576.739	980	325	115.534	3788.895	NaN
150	0150-0369	2234344.181	2523.110	1245	407	64.411	1718.466	NaN
151	0151-0397	8880876.068	5762.995	1715	331	132.295	2802.664	NaN
152	0152-0338	71909.928	391.236	276	333	124.992	224.359	NaN
153	0153-0390	7576224.523	4580.082	1914	340	133.299	2817.643	NaN
154	0154-0394	9126397.107	4581.428	550	417	17.928	3068.107	NaN
155	0155-0380	5140532.544	3376.964	465	395	16.543	2225.863	NaN
156	0156-0370	1897394.806	2561.096	1840	342	135.507	1237.616	NaN
157	0157-0348	57527.942	340.710	1281	345	138.814	224.359	NaN
158	0158-0364	526997.041	1390.449	409	353	154.026	611.465	NaN
159	0159-0379	1315951.677	2365.940	2006	358	144.372	996.247	NaN
160	0160-0360	50336.949	317.292	452	357	135.000	224.359	NaN
161	0161-0405	3038708.087	3627.322	1832	362	133.568	1544.757	NaN
162	0162-0405	2919543.064	2886.218	377	379	150.018	1936.799	NaN
163	0163-0412	2038132.807	2838.665	1524	368	96.483	1159.181	NaN
