 	Label	Area	Feret	FeretX	FeretY	FeretAngle	MinFeret	Central Nuclei	Total Myonuclei	Perinuclei
46	0051-0383	4333.353	111.861	206	438	77.082	56.234	0	1	1
47	0052-0360	1568.852	58.428	7	379	51.953	37.890	2	2	0
48	0053-0360	1227.667	48.065	296	337	102.011	33.243	1	1	0
49	0054-0370	2109.145	63.168	413	339	100.954	45.698	0	2	2
50	0055-0363	908.493	43.474	363	383	66.975	30.910	2	2	0
51	0056-0387	1834.996	72.387	49	352	101.155	37.005	0	0	0
52	0057-0388	2193.191	71.490	323	354	107.928	44.866	0	1	1
53	0058-0373	208.113	22.854	386	384	66.801	12.003	0	0	0
54	0059-0396	2024.099	71.139	248	365	117.646	34.243	2	2	0
55	0060-0394	791.430	41.242	447	414	75.964	30.008	0	0	0
56	0061-0413	1997.084	62.315	155	384	108.726	43.668	1	1	0
57	0063-0413	1134.616	51.560	287	389	108.083	27.007	0	1	1
58	0064-0424	2304.251	65.325	114	394	115.388	46.996	2	2	0
59	0065-0431	1172.637	54.144	415	407	115.145	32.009	0	0	0
60	0066-0450	1698.922	58.480	319	422	102.848	39.193	1	1	0
61	0067-0433	258.140	23.713	345	444	62.354	15.004	0	0	0
62	0068-0457	1723.936	64.779	230	489	76.608	35.874	1	1	0
63	0069-0469	2721.478	77.099	261	434	112.906	47.989	1	1	0
64	0070-0456	1175.638	47.426	188	434	117.646	33.009	1	2	1
65	0072-0464	1017.552	52.187	355	490	77.829	24.831	1	1	0
66	0073-0455	569.309	34.723	150	441	131.496	24.018	1	1	0
67	0074-0479	1359.738	59.480	84	461	137.726	31.848	1	1	0
68	0075-0482	1142.620	55.233	123	459	125.417	27.153	0	0	0
69	0117-0429	2590.406	95.164	409	157	60.741	45.703	0	0	0
70	0078-0426	1209.657	59.480	407.500	101.500	47.726	32.753	2	4	2
71	0159-0468	1093.594	56.500	460	131	100.713	24.222	1	2	1
72	0196-0436	4386.381	103.349	444	145.500	97.228	62.084	0	0	0
73	0416-0388	2145.165	62.212	378	446.500	65.289	49.909	1	5	4
74	0463-0411	1606.872	63.320	385.500	449	143.673	37.451	0	1	1
75	0437-0082	269.146	29.308	77.500	450.500	64.747	12.847	1	5	4
76	0486-0203	139.076	17.122	194.500	484	6.710	11.264	0	0	0
77	0242-0121	1403.762	53.738	105.500	262	51.423	37.186	0	3	3
78	0198-0111	1794.974	59.069	92.500	220.500	43.971	40.808	1	1	0
79	0216-0071	527.286	30.602	56	209.500	168.690	24.347	1	1	0
80	0246-0072	1522.827	56.017	48.500	258	37.381	43.933	1	1	0
81	0144-0115	1418.770	52.419	93	164	52.365	40.624	0	0	0
82	0124-0145	1248.678	50.338	130.500	102	115.292	31.622	0	1	1
83	0061-0146	1918.041	77.152	148	99.500	86.655	35.067	0	2	2
84	0039-0075	1170.636	56.196	67	66.500	73.985	31.008	0	0	0
85	0110-0095	3417.856	105.462	69.500	156	60.761	41.336	1	3	2
86	0099-0472	1752.952	71.792	458.500	132.500	67.902	33.572	1	2	1
