 	Label	Area	Feret	FeretX	FeretY	FeretAngle	MinFeret	Central Nuclei	Total Myonuclei	Perinuclei
1	0001-0067	339.184	23.860	375.000	78.000	56.976	18.005	1	2	1
2	0002-0168	261.142	25.969	59.000	163.000	164.358	18.005	2	2	0
3	0003-0245	9226.009	150.414	88.000	172.000	103.851	94.979	1	3	2
4	0005-0455	370.201	33.847	369.000	441.000	124.160	17.706	0	0	0
5	0221-0436	3346.817	90.592	411.000	187.000	124.655	50.522	2	7	5
6	0184-0356	6659.616	102.829	314.500	164.500	142.907	88.541	2	3	1
7	0137-0388	1571.853	64.921	378.500	107.000	111.228	37.075	1	1	0
8	0136-0434	3924.130	95.195	408.500	181.000	68.422	53.368	2	2	0
9	0303-0386	12254.653	156.396	341.500	233.500	125.367	106.097	1	6	5
10	0380-0358	4509.448	120.650	333.000	324.500	111.140	48.725	1	4	3
11	0407-0313	12784.941	217.642	281.000	304.500	109.184	75.452	4	6	2
12	0276-0301	4238.301	107.651	277.500	228.000	118.589	55.474	2	2	0
13	0154-0262	10069.467	147.879	249.000	82.000	108.741	90.349	3	4	1
14	0105-0318	3231.755	97.059	310.000	56.500	91.476	47.084	0	2	2
15	0093-0353	717.389	44.761	335.500	79.000	140.440	23.159	0	0	0
16	0124-0355	629.342	33.043	345.500	137.500	50.528	27.869	1	1	0
17	0275-0224	10348.618	161.103	176.000	202.000	114.974	93.917	1	4	3
18	0346-0167	7070.839	127.917	149.000	410.000	83.264	76.696	1	4	3
19	0382-0092	7097.853	129.874	86.000	446.000	77.998	82.601	2	2	0
20	0293-0056	8079.386	166.641	47.000	376.000	82.064	75.601	3	3	0
21	0116-0182	7672.165	159.153	170.000	39.000	104.560	70.563	5	6	1
22	0118-0112	3920.128	116.724	101.000	63.000	107.969	55.561	3	3	0
23	0108-0141	831.451	51.171	137.000	83.000	94.485	25.930	0	1	1
24	0048-0136	2739.487	79.142	121.000	85.000	73.856	49.365	2	3	1
25	0080-0409	1432.778	54.833	391.000	54.000	104.797	39.011	1	3	2
