 	Label	Area	Feret	FeretX	FeretY	FeretAngle	MinFeret	Central Nuclei	Total Myonuclei	Perinuclei
1	0001-0032	1650.896	57.217	116	16	143.531	38.590	2	4	2
2	0002-0036	815.443	42.023	166	50	38.234	28.860	1	1	0
3	0003-0070	4031.189	103.845	65	43	159.121	57.569	3	3	0
4	0004-0061	1092.593	52.569	167	73	21.194	26.870	3	3	0
5	0005-0071	318.173	24.766	481	65	136.637	20.005	0	0	0
6	0006-0092	6080.301	131.721	173	110	9.176	59.016	6	10	4
7	0007-0083	1334.725	60.943	443	78	156.801	31.315	0	0	0
8	0008-0090	2018.096	68.561	310	80	156.801	39.059	1	3	2
9	0009-0090	1579.858	75.293	366	75	160.602	26.094	1	2	1
10	0010-0112	1968.068	69.876	34	121	13.241	37.874	1	2	1
11	0011-0111	1631.886	61.205	111	104	168.690	40.011	1	1	0
12	0012-0109	710.386	39.457	441	97	149.534	23.623	0	0	0
13	0013-0116	902.490	51.985	373	119	11.094	26.007	1	2	1
14	0014-0124	2307.253	83.766	296	118	168.288	36.671	1	2	1
15	0015-0138	1762.957	60.033	396	131	169.439	41.989	0	0	0
16	0016-0155	5967.240	107.547	53	153	170.362	74.164	3	3	0
17	0017-0140	1355.736	63.586	167	129	160.710	26.980	1	1	0
18	0018-0138	1208.656	58.539	233	150	19.983	28.150	2	2	0
19	0019-0161	1648.895	72.490	159	138	140.599	33.981	1	1	0
20	0020-0172	6255.396	133.277	303	146	163.877	66.723	3	4	1
21	0021-0169	2457.334	82.302	221	182	20.638	43.515	7	9	2
22	0022-0178	339.184	29.538	436	165	118.301	15.004	0	0	0
23	0023-0184	703.382	38.637	288	183	158.749	24.709	1	1	0
24	0024-0205	1003.545	46.703	188	188	136.736	31.927	1	1	0
25	0025-0202	959.521	48.768	138	210	25.514	27.628	2	2	0
26	0026-0204	958.520	51.278	90	210	20.556	23.765	1	2	1
27	0027-0216	3631.972	130.116	225	196	163.934	40.020	0	0	0
28	0028-0218	909.494	42.213	408	206	143.673	31.231	0	1	1
29	0029-0216	472.256	37.172	441	207	156.194	18.139	0	1	1
30	0030-0230	2116.149	78.736	353	212	152.784	40.224	1	1	0
31	0031-0230	1345.731	52.854	105	242	29.476	34.736	1	1	0
32	0032-0234	1325.720	50.788	163	221	147.875	38.471	2	2	0
33	0033-0245	2243.218	81.435	213	228	152.176	41.693	1	1	0
34	0034-0242	908.493	44.789	267	229	156.297	29.202	0	0	0
35	0035-0243	683.371	35.478	135	252	21.501	27.007	0	0	0
36	0036-0252	955.519	43.921	430	241	149.931	31.121	0	0	0
37	0037-0251	1152.626	58.710	304	263	13.799	26.067	0	0	0
38	0038-0277	3226.752	80.830	37	248	139.014	57.569	4	6	2
39	0039-0255	440.239	43.186	365	263	13.392	16.004	0	0	0
40	0040-0299	5471.971	126.407	98	258	140.136	59.608	0	0	0
41	0041-0274	1147.623	54.687	415	253	129.806	28.137	2	2	0
42	0042-0273	1073.583	48.614	171	255	143.366	32.018	2	2	0
43	0043-0290	2586.404	71.720	306	314	39.908	53.141	1	1	0
44	0044-0275	570.310	36.065	218	279	19.440	19.853	1	1	0
45	0045-0284	994.540	40.173	290	265	108.886	34.009	0	0	0
46	0046-0279	384.209	26.933	250	288	31.329	20.005	0	0	0
47	0047-0292	1852.005	66.749	367	269	150.362	39.210	2	2	0
48	0048-0281	853.463	50.709	456	273	157.989	24.007	0	0	0
49	0049-0313	4224.293	103.609	199	335	15.110	57.015	0	0	0
50	0050-0322	1448.787	49.672	414	314	154.983	40.930	1	1	0
51	0051-0329	2159.172	66.418	101	306	142.958	48.883	0	0	0
52	0052-0317	407.221	29.841	70	325	39.560	20.510	1	1	0
53	0053-0337	3275.778	105.338	337	320	157.087	46.283	2	3	1
54	0054-0344	2451.331	80.103	273	334	164.055	49.484	0	0	0
55	0055-0344	1095.595	52.939	43	354	22.203	28.008	1	2	1
56	0056-0358	1602.870	76.178	225	346	156.801	35.215	0	0	0
57	0057-0354	1016.552	45.201	438	350	155.136	30.764	0	0	0
58	0058-0368	1823.990	53.269	186	390	55.713	47.540	2	2	0
59	0059-0383	2647.437	71.216	149	418	79.479	58.016	4	5	1
60	0060-0377	1020.554	46.110	98	399	65.659	32.009	1	1	0
61	0061-0387	2431.320	77.487	33	362	140.763	46.296	1	1	0
62	0062-0376	1264.687	48.096	308	381	16.928	34.009	0	0	0
63	0063-0405	3940.139	110.239	366	363	126.142	59.545	1	1	0
64	0064-0391	1777.965	60.432	220	394	12.426	42.387	0	0	0
65	0065-0394	2326.263	69.279	439	406	17.650	48.013	0	0	0
66	0066-0404	1851.005	72.200	255	431	47.246	39.488	2	2	0
67	0067-0399	802.436	40.508	354	390	147.095	26.607	1	1	0
68	0068-0424	3412.853	87.597	161	417	173.443	58.803	0	0	0
69	0069-0432	3122.695	93.321	96	408	149.036	49.914	2	2	0
70	0070-0412	615.334	37.212	486	427	53.746	24.303	0	0	0
71	0071-0426	3055.659	96.031	316	411	157.977	45.270	1	2	1
72	0072-0442	1770.961	57.400	443	424	138.532	43.668	1	2	1
73	0073-0448	1855.007	71.329	261	436	165.379	43.012	2	2	0
74	0074-0452	1228.667	62.194	195	466	27.801	24.489	1	4	3
75	0075-0473	3119.694	90.827	203	489	11.434	55.916	3	5	2
76	0076-0471	2912.581	107.365	26	455	158.694	41.671	2	3	1
77	0077-0473	642.349	48.778	401	452	118.142	20.517	0	0	0
78	0078-0477	1410.766	46.499	382	500	71.175	43.012	0	0	0
