 	Label	Area	Feret	FeretX	FeretY	FeretAngle	MinFeret	Central Nuclei	Total Myonuclei	Perinuclei
48	0056-0445	707.384	44.306	344	426	118.301	21.769	1	2	1
49	0057-0442	582.316	34.795	112	426	108.435	22.006	0	0	0
50	0058-0464	1407.764	72.221	196	497	59.172	31.435	2	3	1
51	0059-0465	874.475	53.325	141	490	66.801	25.682	1	2	1
52	0060-0477	1346.731	60.100	263	506	71.565	32.633	1	1	0
53	0061-0476	500.272	41.988	126	497	77.619	14.935	0	0	0
54	0252-0237	1780.967	68.329	225.500	286	84.540	34.309	0	2	2
55	0337-0215	1532.832	75.844	213	374.500	84.703	27.007	1	1	0
56	0385-0239	2219.205	93.505	233	339.500	98.303	31.976	1	3	2
57	0417-0291	1508.819	63.478	292	449	80.018	34.086	1	3	2
58	0389-0335	2959.607	75.403	324	352.500	98.775	55.298	0	0	0
59	0458-0193	716.389	54.908	186	484	69.749	17.677	0	1	1
60	0424-0181	1802.979	75.453	174.500	461	75.411	35.563	0	2	2
61	0178-0241	2408.307	71.106	216.500	204	46.425	48.531	1	1	0
62	0111-0268	1769.961	69.951	252	77	110.508	41.821	1	2	1
63	0082-0279	1723.936	73.112	264	48	110.418	32.208	3	8	5
64	0056-0298	658.357	44.419	296	34	97.765	17.981	0	2	2
65	0159-0288	825.448	45.413	285.500	181	73.361	24.507	0	3	3
66	0101-0318	3265.773	106.823	307.500	154.500	83.008	43.479	0	4	4
67	0056-0344	543.295	38.650	343.500	37	100.437	18.267	0	2	2
68	0028-0318	860.467	44.456	313.500	7	107.008	27.310	1	3	2
69	0074-0228	1989.080	76.906	221.500	36.500	104.307	34.365	1	3	2
70	0217-0363	1061.576	53.175	359.500	191.500	106.390	26.767	2	2	0
71	0255-0341	2725.480	86.247	324	213.500	104.439	44.030	0	0	0
72	0325-0339	1103.599	53.026	327.500	300.500	115.115	28.415	0	3	3
73	0399-0398	1213.659	55.515	396.500	372.500	108.925	28.292	1	1	0
74	0382-0442	907.493	50.024	440.500	407	78.465	27.084	1	2	1
75	0349-0110	731.397	56.595	99	376	64.341	16.067	0	2	2
76	0364-0131	2215.203	87.259	110.500	403.500	64.904	35.714	0	1	1
77	0409-0084	1637.889	70.535	66.500	442	66.161	35.027	0	2	2
78	0474-0051	1271.690	60.747	41	502.500	67.235	30.530	1	2	1
79	0181-0130	1709.928	61.207	111	203	46.655	36.701	0	1	1
80	0205-0075	1665.904	79.282	60.500	243	73.508	36.466	2	3	1
81	0161-0101	1676.910	66.116	86.500	129	100.460	40.511	4	7	3
82	0115-0076	577.313	45.413	74.500	93	101.434	21.248	0	2	2
83	0096-0097	1986.078	66.520	100	63	99.958	39.433	0	0	0
84	0049-0074	1207.656	57.234	71.500	20.500	95.013	28.209	2	4	2
85	0111-0039	1063.577	65.640	34.500	80.500	107.745	29.821	1	2	1
86	0073-0055	1355.736	71.316	51.500	38	95.231	29.345	2	5	3
87	0168-0362	972.528	42.749	359	189.500	83.956	28.494	1	2	1
88	0107-0363	2217.204	88.093	350	148.500	71.462	32.132	0	0	0
89	0080-0409	2977.617	108.021	391	29.500	108.351	45.943	0	1	1
90	0166-0468	3528.916	93.450	454.500	123	112.997	52.242	0	0	0
91	0103-0471	1521.826	56.798	469.500	75	102.200	36.260	1	1	0
92	0132-0395	2160.173	70.733	382	168	85.539	43.353	0	1	1
