 	Label	Area	Feret	FeretX	FeretY	FeretAngle	MinFeret	Central Nuclei	Total Myonuclei	Perinuclei
89	0115-0314	1644.643	60.483	325	324	60.255	35.010	1	1	0
90	0116-0309	350.190	26.583	192	306	138.814	17.505	0	0	0
91	0117-0321	1050.570	46.515	245	326	36.254	32.509	3	3	0
92	0118-0327	1394.507	57.134	385	338	66.801	30.008	1	2	1
93	0119-0328	1494.561	58.164	398	339	64.537	32.509	0	0	0
94	0120-0340	3395.593	107.964	205	361	76.608	47.513	1	1	0
95	0121-0323	393.964	28.292	421	327	45.000	20.005	0	0	0
96	0122-0324	443.991	30.112	176	320	131.634	20.005	1	2	1
97	0123-0324	393.964	28.292	283	328	45.000	20.005	0	0	0
98	0124-0323	306.416	24.755	485	320	135.000	17.505	1	1	0
99	0125-0330	581.566	34.013	189	336	53.973	22.506	0	0	0
100	0126-0338	1231.919	50.014	253	333	143.130	35.010	1	2	1
101	0127-0342	1675.910	63.902	326	353	59.421	37.510	1	1	0
102	0129-0338	769.168	42.585	239	345	49.764	27.507	1	1	0
103	0130-0342	1619.629	54.098	108	335	146.310	42.512	2	4	2
104	0131-0340	656.606	37.510	128	334	126.870	22.506	0	1	1
105	0132-0351	4996.463	122.022	287	369	45.830	76.142	0	0	0
106	0133-0352	1557.095	75.228	191	338	111.448	36.380	1	1	0
107	0134-0353	1951.059	66.445	389	341	109.799	37.510	0	1	1
108	0135-0348	387.710	28.292	376	352	45.000	20.005	1	1	0
109	0136-0351	350.190	26.583	485	347	131.186	17.505	0	1	1
110	0137-0358	481.511	32.605	276	353	122.471	17.505	0	1	1
111	0138-0368	1256.932	46.110	333	375	40.601	37.510	1	1	0
112	0139-0365	575.312	35.541	373	370	39.289	22.506	0	1	1
113	0140-0368	925.502	41.014	203	363	142.431	30.008	0	0	0
114	0141-0374	1338.227	62.517	302	384	53.130	31.134	0	0	0
115	0142-0370	443.991	30.112	147	375	48.366	20.005	0	0	0
116	0143-0370	387.710	28.292	173	374	45.000	20.005	0	0	0
117	0144-0373	762.914	38.171	89	369	148.392	25.007	1	1	0
118	0145-0373	306.416	24.755	113	370	135.000	17.505	0	0	0
119	0146-0381	2282.489	66.586	321	370	124.287	51.673	1	1	0
120	0147-0375	487.765	30.112	291	371	131.634	22.506	0	1	1
121	0148-0379	306.416	24.755	355	376	135.000	17.505	0	0	0
122	0149-0385	1244.426	45.906	176	393	60.642	35.010	2	2	0
123	0150-0382	487.765	30.525	162	378	145.008	20.005	0	0	0
124	0151-0384	437.738	30.112	148	389	48.366	20.005	0	0	0
125	0152-0395	3314.299	91.813	330	407	29.358	63.197	5	6	1
126	0153-0391	400.217	28.292	162	387	135.000	20.005	0	1	1
127	0154-0394	612.833	35.365	393	399	45.000	25.007	0	0	0
128	0155-0401	1094.344	47.183	165	397	147.995	27.507	0	2	2
129	0156-0404	1550.842	58.379	310	396	136.736	39.731	1	1	0
130	0157-0406	2088.634	74.937	276	410	25.710	45.012	1	2	1
131	0159-0409	387.710	28.292	354	413	45.000	20.005	0	0	0
132	0161-0413	544.045	35.541	177	419	50.711	22.506	0	0	0
133	0162-0417	875.475	43.023	131	410	125.538	27.507	0	0	0
134	0163-0420	1550.842	53.165	330	429	48.814	40.011	1	1	0
135	0164-0423	2576.399	77.883	305	412	137.603	54.667	1	2	1
136	0166-0421	306.416	24.755	237	418	135.000	17.505	0	1	1
137	0167-0435	1538.335	62.667	246	424	118.610	37.400	1	3	2
138	0168-0435	1794.724	57.570	435	429	145.620	42.512	1	1	0
139	0169-0433	756.661	36.065	485	429	146.310	27.507	0	0	0
140	0171-0438	531.539	32.024	164	433	128.660	22.506	1	1	0
141	0172-0445	2557.639	70.818	280	455	47.862	52.514	0	1	1
142	0175-0452	2138.661	61.914	261	461	46.637	50.014	2	2	0
143	0176-0447	437.738	30.112	409	452	48.366	20.005	1	1	0
144	0177-0449	831.702	39.062	433	444	140.194	27.507	1	2	1
145	0178-0458	1794.724	76.055	311	472	62.592	41.381	2	3	1
146	0179-0459	437.738	28.512	207	455	142.125	20.005	0	0	0
147	0180-0458	306.416	24.755	248	455	135.000	17.505	0	0	0
148	0181-0460	650.353	37.175	381	455	132.274	25.007	1	1	0
149	0182-0458	393.964	28.512	424	455	142.125	17.505	0	0	0
150	0184-0465	1700.923	64.097	275	461	159.444	32.509	1	2	1
151	0186-0468	650.353	35.541	497	463	129.289	25.007	1	2	1
152	0187-0476	700.380	37.510	399	471	143.130	25.007	0	0	0
153	0188-0476	662.860	37.510	373	481	36.870	22.506	0	0	0
154	0189-0486	1919.792	84.024	369	497	36.529	37.733	0	0	0
155	0190-0484	443.991	30.112	228	480	131.634	20.005	0	0	0
156	0191-0492	694.127	38.171	336	486	121.608	22.506	1	1	0
157	0192-0494	681.620	37.510	444	488	126.870	25.007	1	2	1
158	0145-0330	562.806	36.458	327	138.667	100.539	22.144	0	0	0
159	0137-0341	2795.268	78.534	328.500	125.500	131.558	50.343	0	0	0
160	0143-0314	600.326	38.028	311.833	136	99.462	19.999	1	1	0
