 	Label	Area	Feret	FeretX	FeretY	FeretAngle	MinFeret	Central Nuclei	Total Myonuclei	Perinuclei
1	0001-0023	5959.485	108.571	422	44	75.324	77.521	3	3	0
2	0002-0013	387.710	28.292	310	9	135.000	20.005	0	0	0
3	0004-0025	350.190	26.583	471	21	131.186	17.505	0	0	0
4	0008-0054	3120.444	77.036	290	41	125.754	54.585	2	3	1
5	0010-0056	912.996	43.744	321	51	149.036	27.507	0	0	0
6	0011-0058	443.991	30.112	255	54	131.634	20.005	0	0	0
7	0012-0063	1088.091	46.110	486	56	139.399	35.010	0	1	1
8	0014-0065	306.416	24.755	318	62	135.000	17.505	0	0	0
9	0016-0090	1663.403	64.873	294	79	117.553	36.168	2	2	0
10	0017-0099	531.539	33.643	129	94	131.987	22.506	0	0	0
11	0018-0098	487.765	31.828	211	103	45.000	22.506	0	1	1
12	0019-0099	350.190	26.583	285	95	131.186	17.505	0	0	0
13	0022-0118	350.190	26.583	354	114	131.186	17.505	0	0	0
14	0023-0120	881.729	44.523	466	115	141.843	27.507	1	2	1
15	0024-0139	3920.879	104.011	247	121	117.181	50.929	1	3	2
16	0025-0126	306.416	24.755	304	123	135.000	17.505	0	0	0
17	0026-0138	2207.448	74.937	435	125	115.710	37.510	2	2	0
18	0027-0138	1544.589	57.079	453	148	61.189	35.010	0	1	1
19	0028-0135	912.996	45.082	466	143	56.310	27.507	0	0	0
20	0030-0147	3164.218	87.094	224	135	129.174	51.444	2	4	2
21	0031-0141	806.688	42.585	476	147	40.236	30.008	1	2	1
22	0032-0152	1800.978	56.196	295	162	57.724	45.012	1	1	0
23	0033-0160	2882.815	80.644	158	146	119.745	69.698	3	3	0
24	0034-0154	988.036	47.183	396	146	122.005	27.507	2	2	0
25	0035-0158	2138.661	61.049	211	149	124.992	52.009	1	2	1
26	0036-0160	2395.050	69.526	171	149	127.694	53.755	1	1	0
27	0037-0157	1538.335	50.635	455	151	159.775	40.011	0	0	0
28	0038-0155	387.710	28.292	318	151	135.000	20.005	1	1	0
29	0039-0160	1063.077	47.775	356	154	132.879	32.509	2	2	0
30	0040-0167	1663.403	60.535	343	157	128.290	41.873	1	2	1
31	0042-0171	1888.525	57.570	327	182	55.620	40.011	2	2	0
32	0043-0174	2069.874	65.640	229	164	130.365	47.513	1	1	0
33	0044-0168	350.190	26.583	248	165	138.814	17.505	0	1	1
34	0046-0178	2101.141	63.657	476	187	45.000	45.012	1	1	0
35	0048-0176	994.290	43.023	387	181	35.538	32.509	0	0	0
36	0049-0180	1094.344	50.635	310	189	57.095	32.422	0	0	0
37	0050-0182	856.715	43.744	250	175	120.964	25.007	0	0	0
38	0051-0182	306.416	24.755	346	179	135.000	17.505	0	0	0
39	0052-0186	950.516	48.036	395	193	38.660	29.130	1	1	0
40	0053-0191	850.462	42.512	327	184	118.072	25.007	1	1	0
41	0054-0193	1063.077	42.512	296	191	151.928	32.509	2	2	0
42	0055-0199	1926.046	69.526	332	210	52.306	57.516	1	1	0
43	0056-0196	1031.810	43.023	238	189	125.538	32.509	1	2	1
44	0057-0196	437.738	28.512	357	192	142.125	20.005	0	1	1
45	0059-0200	612.833	35.365	250	206	45.000	25.007	0	0	0
46	0060-0201	519.032	33.643	404	206	48.013	22.506	0	0	0
47	0061-0207	750.407	38.171	289	201	121.608	25.007	0	0	0
48	0062-0206	494.018	32.024	320	201	128.660	20.005	0	0	0
49	0063-0210	1019.303	47.775	302	203	132.879	32.509	0	0	0
50	0064-0214	1607.123	51.553	257	207	129.094	42.512	2	3	1
51	0065-0210	475.258	31.828	238	206	135.000	22.506	0	0	0
52	0067-0226	2632.679	74.937	328	240	64.290	55.015	3	3	0
53	0068-0219	1369.494	52.752	345	226	31.430	32.509	1	1	0
54	0069-0220	612.833	37.175	188	215	132.274	25.007	0	1	1
55	0070-0224	969.276	42.585	233	219	139.764	32.509	1	1	0
56	0072-0225	431.484	30.112	294	221	131.634	20.005	1	1	0
57	0073-0233	1532.082	57.024	368	242	52.125	40.011	1	1	0
58	0077-0242	2989.123	88.483	183	229	132.709	56.333	0	0	0
59	0079-0243	975.530	43.023	289	236	125.538	30.008	2	2	0
60	0080-0248	1169.385	50.014	264	240	126.870	35.010	1	2	1
61	0081-0262	2144.914	91.574	209	247	124.992	35.924	0	0	0
62	0082-0255	487.765	32.024	330	250	128.660	20.005	1	1	0
63	0083-0259	1244.426	47.183	318	251	122.005	37.510	1	1	0
64	0084-0261	1457.041	55.355	358	251	108.435	35.010	1	1	0
65	0085-0261	1857.258	58.593	291	255	140.194	45.012	1	1	0
66	0086-0265	1763.457	57.570	257	256	124.380	45.366	0	0	0
67	0087-0263	706.634	41.014	480	270	52.431	25.007	1	1	0
68	0088-0272	2370.037	97.655	185	259	140.194	42.318	1	1	0
69	0089-0273	2688.960	80.528	277	259	115.769	47.513	1	1	0
70	0091-0274	1438.281	53.165	367	266	131.186	37.510	1	1	0
71	0092-0273	350.190	26.583	244	269	131.186	17.505	1	1	0
72	0093-0276	787.928	39.539	451	283	55.305	27.507	1	2	1
73	0094-0282	1694.670	68.026	292	271	126.027	38.385	2	2	0
74	0096-0282	1075.584	44.242	123	276	132.709	35.010	0	0	0
75	0097-0287	1213.159	65.640	98	297	49.635	34.310	2	2	0
76	0099-0284	700.380	39.539	226	278	124.695	25.007	0	1	1
77	0100-0290	794.181	53.165	51	298	48.814	29.508	0	0	0
78	0101-0291	812.941	41.620	381	298	57.265	25.007	0	0	0
79	0102-0288	306.416	24.755	215	285	135.000	17.505	0	0	0
80	0103-0291	437.738	30.112	204	287	138.366	20.005	1	1	0
81	0104-0302	3039.150	91.574	360	293	145.008	57.309	1	3	2
82	0105-0292	443.991	30.112	85	288	131.634	20.005	0	0	0
83	0106-0312	5678.083	149.205	124	291	140.440	87.500	3	4	1
84	0107-0297	812.941	44.242	191	291	132.709	29.508	0	2	2
85	0109-0299	869.222	39.539	154	293	124.695	30.008	0	1	1
86	0110-0296	306.416	24.755	167	293	135.000	17.505	0	0	0
87	0111-0303	1650.896	68.984	243	312	43.531	45.508	0	2	2
88	0113-0304	931.756	44.242	177	311	47.291	30.008	0	0	0
